horizon,n,mean_return_bps,median_return_bps,std_return_bps,win_proportion,ci_95_lower_bps,ci_95_upper_bps,mean_mfe_bps,median_mfe_bps,mean_mae_bps,median_mae_bps
h1m,10929,0.0647439410059108,0.15084852294140902,4.344580883696564,0.5198096806661177,-0.014167068399791835,0.14510242204054585,2.637117545188566,1.8785888875197747,2.638544864813159,1.7216430140520145
h3m,10929,0.11378759677596491,0.22971607093563895,7.396017630903733,0.517064690273584,-0.022036384235870485,0.2490164740631351,4.7112454567064,3.419587840387278,4.786885985280921,3.2174246845255583
h5m,10929,0.22024561598065748,0.3464211233735787,9.235437170822898,0.5219141733003935,0.0407626406711933,0.3924626575634025,6.1899033115296165,4.520003719811988,6.213272119255572,4.208267399709203
h10m,10929,0.2745575983652217,0.6036082359000168,12.795332802316205,0.5269466556867051,0.024762874378537046,0.52205793392377,8.757084033557208,6.513466592179103,8.867906188393178,6.0333163276628765
h15m,10929,0.3254991049194049,0.6672731438133368,15.759792949293283,0.5243846646536737,0.035752885266307904,0.6202665683148201,10.757835001900409,7.975112376583728,10.891312741901698,7.392121972421892
h30m,10929,0.4497622848778874,0.8831355961727683,22.149930780910314,0.522371671699149,0.03528305804975244,0.8587511575991504,15.388901918067228,11.253948703253688,15.52527573884602,10.666270324381628
