session,n_events,mean_ret_5m_bps,median_ret_5m_bps,win_prop_5m
ASIA,3283,0.3312300170633293,0.33544503972488215,0.5220834602497716
LONDON_RESEARCH,2383,0.38277940898691026,0.6372225884420206,0.5396558959295006
NEW_YORK_RESEARCH,2489,0.32953409804176303,0.4441286196478462,0.5222981116914424
OTHER,2774,-0.14878785530211255,0.09347503631721146,0.5061283345349675
