id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars
1,84,2018-02-05 11:00:00,96,2018-02-05 17:00:00,BUY,1335.27,1333.0596428571428,1333.0596428571428,1339.6907142857144,0.1,-22.803571428572194,-221.03571428572195,-1.0,SL,2018Q1,2018,12
2,138,2018-02-06 15:00:00,142,2018-02-06 17:00:00,SELL,1335.68,1329.1850000000002,1338.9275,1329.1850000000002,0.1,64.2499999999989,649.4999999999891,1.9366993217784463,TP,2018Q1,2018,4
3,173,2018-02-07 09:30:00,174,2018-02-07 10:00:00,BUY,1331.42,1329.1475,1329.1475,1335.9650000000001,0.1,-23.425000000000363,-227.25000000000364,-1.0,SL,2018Q1,2018,1
4,186,2018-02-07 16:00:00,187,2018-02-07 16:30:00,SELL,1322.36,1325.4285714285713,1325.4285714285713,1316.222857142857,0.1,-31.38571428571431,-306.8571428571431,-1.0,SL,2018Q1,2018,1
5,229,2018-02-08 14:30:00,229,2018-02-08 14:30:00,SELL,1308.27,1311.5475000000001,1311.5475000000001,1301.715,0.1,-33.47500000000146,-327.75000000001455,-1.0,SL,2018Q1,2018,0
6,267,2018-02-09 10:30:00,270,2018-02-09 12:00:00,SELL,1313.98,1316.6339285714287,1316.6339285714287,1308.672142857143,0.1,-27.239285714286506,-265.39285714286507,-1.0,SL,2018Q1,2018,3
7,271,2018-02-09 12:30:00,276,2018-02-09 15:00:00,SELL,1315.68,1318.0628571428572,1318.0628571428572,1310.9142857142856,0.1,-24.528571428571194,-238.28571428571195,-1.0,SL,2018Q1,2018,5
8,277,2018-02-09 15:30:00,283,2018-02-09 18:30:00,SELL,1315.62,1318.535357142857,1318.535357142857,1309.7892857142856,0.1,-29.853571428571467,-291.5357142857147,-1.0,SL,2018Q1,2018,6
9,359,2018-02-13 10:30:00,368,2018-02-13 15:00:00,BUY,1329.34,1327.0685714285714,1327.0685714285714,1333.8828571428571,0.1,-23.41428571428487,-227.1428571428487,-1.0,SL,2018Q1,2018,9
10,416,2018-02-14 16:00:00,416,2018-02-14 16:00:00,SELL,1327.39,1330.7125,1330.7125,1320.745,0.1,-33.92499999999991,-332.2499999999991,-1.0,SL,2018Q1,2018,0
11,452,2018-02-15 11:00:00,452,2018-02-15 11:00:00,BUY,1356.65,1354.2232142857144,1354.2232142857144,1361.5035714285714,0.1,-24.967857142856428,-242.67857142856428,-1.0,SL,2018Q1,2018,0
12,498,2018-02-16 11:00:00,503,2018-02-16 13:30:00,BUY,1360.18,1357.5753571428572,1357.5753571428572,1365.3892857142857,0.1,-26.74642857142835,-260.4642857142835,-1.0,SL,2018Q1,2018,5
13,509,2018-02-16 16:30:00,511,2018-02-16 17:30:00,SELL,1352.32,1355.4796428571428,1355.4796428571428,1346.0007142857141,0.1,-32.29642857142899,-315.9642857142899,-1.0,SL,2018Q1,2018,2
14,577,2018-02-20 08:30:00,592,2018-02-20 16:00:00,SELL,1340.08,1342.4810714285713,1342.4810714285713,1335.277857142857,0.1,-24.71071428571413,-240.1071428571413,-1.0,SL,2018Q1,2018,15
15,594,2018-02-20 17:00:00,596,2018-02-20 18:00:00,SELL,1339.97,1332.395,1343.7575000000002,1332.395,0.1,75.05000000000045,757.5000000000045,1.9455605962410316,TP,2018Q1,2018,2
16,639,2018-02-21 16:30:00,641,2018-02-21 17:30:00,BUY,1332.13,1329.5092857142859,1329.5092857142859,1337.3714285714286,0.1,-26.90714285714257,-262.0714285714257,-1.0,SL,2018Q1,2018,2
17,670,2018-02-22 09:00:00,677,2018-02-22 12:30:00,SELL,1321.57,1324.0289285714284,1324.0289285714284,1316.652142857143,0.1,-25.28928571428487,-245.8928571428487,-1.0,SL,2018Q1,2018,7
18,685,2018-02-22 16:30:00,751,2018-02-26 03:30:00,BUY,1327.58,1332.4399999999998,1325.1499999999999,1332.4399999999998,0.1,47.899999999999,485.99999999999,1.915999999999911,TP,2018Q1,2018,66
19,763,2018-02-26 09:30:00,772,2018-02-26 14:00:00,BUY,1340.27,1337.405,1337.405,1346.0,0.1,-29.35000000000009,-286.5000000000009,-1.0,SL,2018Q1,2018,9
20,821,2018-02-27 15:30:00,821,2018-02-27 15:30:00,SELL,1327.06,1329.2275,1329.2275,1322.725,0.1,-22.37500000000018,-216.75000000000182,-1.0,SL,2018Q1,2018,0
21,822,2018-02-27 16:00:00,825,2018-02-27 17:30:00,SELL,1327.93,1322.4078571428572,1330.6910714285714,1322.4078571428572,0.1,54.52142857142853,552.2142857142853,1.9258231361171454,TP,2018Q1,2018,3
22,899,2018-03-01 08:30:00,900,2018-03-01 09:00:00,SELL,1313.41,1315.3814285714286,1315.3814285714286,1309.467142857143,0.1,-20.414285714285324,-197.14285714285325,-1.0,SL,2018Q1,2018,1
23,902,2018-03-01 10:00:00,910,2018-03-01 14:00:00,SELL,1313.27,1309.4342857142858,1315.1878571428572,1309.4342857142858,0.1,37.65714285714175,383.5714285714175,1.8943586058209452,TP,2018Q1,2018,8
24,911,2018-03-01 14:30:00,913,2018-03-01 15:30:00,SELL,1307.45,1309.619642857143,1309.619642857143,1303.1107142857143,0.1,-22.396428571428896,-216.96428571428896,-1.0,SL,2018Q1,2018,2
25,914,2018-03-01 16:00:00,916,2018-03-01 17:00:00,SELL,1310.25,1304.4042857142856,1313.172857142857,1304.4042857142856,0.1,57.75714285714393,584.5714285714394,1.9298329355609336,TP,2018Q1,2018,2
26,955,2018-03-02 13:30:00,963,2018-03-02 17:30:00,BUY,1323.23,1320.4689285714285,1320.4689285714285,1328.7521428571429,0.1,-28.310714285715402,-276.10714285715403,-1.0,SL,2018Q1,2018,8
27,1008,2018-03-05 17:00:00,1008,2018-03-05 17:00:00,SELL,1320.98,1323.0082142857143,1323.0082142857143,1316.9235714285714,0.1,-20.982142857142843,-202.82142857142844,-1.0,SL,2018Q1,2018,0
28,1044,2018-03-06 12:00:00,1049,2018-03-06 14:30:00,BUY,1324.38,1328.2435714285714,1322.4482142857144,1328.2435714285714,0.1,37.93571428571276,386.35714285712766,1.8950936663692015,TP,2018Q1,2018,5
29,1050,2018-03-06 15:00:00,1054,2018-03-06 17:00:00,BUY,1328.34,1333.0607142857143,1325.9796428571428,1333.0607142857143,0.1,46.50714285714393,472.07142857143936,1.9135929463630599,TP,2018Q1,2018,4
30,1094,2018-03-07 14:00:00,1102,2018-03-07 18:00:00,SELL,1330.93,1326.4642857142858,1333.1628571428573,1326.4642857142858,0.1,43.95714285714284,446.57142857142844,1.908808933002387,TP,2018Q1,2018,8
31,1132,2018-03-08 10:00:00,1133,2018-03-08 10:30:00,BUY,1328.4,1326.894642857143,1326.894642857143,1331.4107142857142,0.1,-15.753571428570648,-150.5357142857065,-1.0,SL,2018Q1,2018,1
32,1146,2018-03-08 17:00:00,1188,2018-03-09 15:00:00,SELL,1321.97,1316.6171428571429,1324.6464285714287,1316.6171428571429,0.1,52.828571428571465,535.2857142857147,1.9235370611182558,TP,2018Q1,2018,42
33,1189,2018-03-09 15:30:00,1189,2018-03-09 15:30:00,SELL,1315.53,1317.6739285714286,1317.6739285714286,1311.2421428571429,0.1,-22.139285714286597,-214.39285714286598,-1.0,SL,2018Q1,2018,0
34,1190,2018-03-09 16:00:00,1191,2018-03-09 16:30:00,SELL,1315.87,1318.7757142857142,1318.7757142857142,1310.0585714285712,0.1,-29.75714285714339,-290.5714285714339,-1.0,SL,2018Q1,2018,1
35,1227,2018-03-12 10:30:00,1230,2018-03-12 12:00:00,SELL,1320.61,1317.3142857142857,1322.257857142857,1317.3142857142857,0.1,32.257142857142114,329.57142857142117,1.8777546777547993,TP,2018Q1,2018,3
36,1231,2018-03-12 12:30:00,1236,2018-03-12 15:00:00,SELL,1317.6,1319.445,1319.445,1313.91,0.1,-19.150000000000272,-184.50000000000273,-1.0,SL,2018Q1,2018,5
37,1237,2018-03-12 15:30:00,1244,2018-03-12 19:00:00,SELL,1318.2,1320.675,1320.675,1313.25,0.1,-25.44999999999909,-247.4999999999909,-1.0,SL,2018Q1,2018,7
