id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars
1,49,2018-02-02 16:30:00,49,2018-02-02 16:30:00,BUY,1336.53,1333.1796428571429,1333.1796428571429,1344.9058928571428,0.1,-34.203571428570925,-335.0357142857092,-1.0,SL,2018Q1,2018,0
2,52,2018-02-02 18:00:00,106,2018-02-05 22:00:00,BUY,1330.46,1341.035,1326.23,1341.035,0.1,105.05000000000045,1057.5000000000045,2.4430232558139533,TP,2018Q1,2018,54
3,107,2018-02-05 22:30:00,116,2018-02-06 04:00:00,SELL,1337.86,1341.3421428571428,1341.3421428571428,1329.1546428571428,0.1,-35.5214285714289,-348.21428571428896,-1.0,SL,2018Q1,2018,9
4,118,2018-02-06 05:00:00,141,2018-02-06 16:30:00,SELL,1344.48,1332.359464285714,1349.3282142857145,1332.359464285714,0.1,120.50535714286006,1212.0535714286007,2.450185171737688,TP,2018Q1,2018,23
5,144,2018-02-06 18:00:00,152,2018-02-06 22:00:00,BUY,1328.46,1324.2482142857143,1324.2482142857143,1338.9894642857143,0.1,-42.81785714285725,-421.17857142857247,-1.0,SL,2018Q1,2018,8
6,187,2018-02-07 16:30:00,189,2018-02-07 17:30:00,BUY,1322.79,1319.6367857142857,1319.6367857142857,1330.6730357142858,0.1,-32.23214285714285,-315.32142857142844,-1.0,SL,2018Q1,2018,2
7,190,2018-02-07 18:00:00,192,2018-02-07 19:00:00,BUY,1321.01,1317.3542857142857,1317.3542857142857,1330.1492857142857,0.1,-37.25714285714339,-365.5714285714339,-1.0,SL,2018Q1,2018,2
8,193,2018-02-07 19:30:00,194,2018-02-07 20:00:00,BUY,1318.21,1314.0892857142858,1314.0892857142858,1328.5117857142857,0.1,-41.907142857142574,-412.0714285714257,-1.0,SL,2018Q1,2018,1
9,214,2018-02-08 07:00:00,228,2018-02-08 14:00:00,BUY,1311.24,1308.0846428571429,1308.0846428571429,1319.1283928571427,0.1,-32.25357142857156,-315.5357142857156,-1.0,SL,2018Q1,2018,14
10,240,2018-02-08 20:00:00,299,2018-02-12 03:30:00,SELL,1319.77,1324.7875,1324.7875,1307.22625,0.1,-50.874999999999275,-501.7499999999927,-1.0,SL,2018Q1,2018,59
11,352,2018-02-13 07:00:00,353,2018-02-13 07:30:00,SELL,1326.0,1328.079642857143,1328.079642857143,1320.8008928571428,0.1,-21.496428571429714,-207.96428571429715,-1.0,SL,2018Q1,2018,1
12,354,2018-02-13 08:00:00,357,2018-02-13 09:30:00,SELL,1326.28,1328.4560714285715,1328.4560714285715,1320.8398214285712,0.1,-22.46071428571504,-217.6071428571504,-1.0,SL,2018Q1,2018,3
13,358,2018-02-13 10:00:00,358,2018-02-13 10:00:00,SELL,1327.15,1329.3057142857144,1329.3057142857144,1321.7607142857141,0.1,-22.25714285714339,-215.5714285714339,-1.0,SL,2018Q1,2018,0
14,360,2018-02-13 11:00:00,363,2018-02-13 12:30:00,SELL,1328.68,1330.96,1330.96,1322.98,0.1,-23.499999999999726,-227.99999999999727,-1.0,SL,2018Q1,2018,3
15,364,2018-02-13 13:00:00,371,2018-02-13 16:30:00,SELL,1329.39,1323.1676785714287,1331.8789285714288,1323.1676785714287,0.1,61.52321428571376,622.2321428571377,2.4042568039077565,TP,2018Q1,2018,7
16,390,2018-02-14 03:00:00,393,2018-02-14 04:30:00,SELL,1332.51,1334.555357142857,1334.555357142857,1327.3966071428572,0.1,-21.153571428570284,-204.53571428570285,-1.0,SL,2018Q1,2018,3
17,416,2018-02-14 16:00:00,417,2018-02-14 16:30:00,BUY,1327.64,1335.9462500000002,1324.3175,1335.9462500000002,0.1,82.3625000000009,830.6250000000091,2.4277818717760096,TP,2018Q1,2018,1
18,451,2018-02-15 10:30:00,458,2018-02-15 14:00:00,SELL,1355.1,1349.2071428571428,1357.4571428571428,1349.2071428571428,0.1,58.2285714285711,589.285714285711,2.39905826957029,TP,2018Q1,2018,7
19,486,2018-02-16 05:00:00,488,2018-02-16 06:00:00,SELL,1356.64,1358.7957142857144,1358.7957142857144,1351.2507142857141,0.1,-22.25714285714339,-215.5714285714339,-1.0,SL,2018Q1,2018,2
