id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars
1,49,2018-02-02 16:30:00,49,2018-02-02 16:30:00,BUY,1336.53,1333.1796428571429,1333.1796428571429,1343.2307142857142,0.1,-34.203571428570925,-335.0357142857092,-1.0,SL,2018Q1,2018,0
2,52,2018-02-02 18:00:00,106,2018-02-05 22:00:00,BUY,1330.46,1338.92,1326.23,1338.92,0.1,83.90000000000036,846.0000000000036,1.9511627906976745,TP,2018Q1,2018,54
3,107,2018-02-05 22:30:00,116,2018-02-06 04:00:00,SELL,1337.86,1341.3421428571428,1341.3421428571428,1330.8957142857141,0.1,-35.5214285714289,-348.21428571428896,-1.0,SL,2018Q1,2018,9
4,118,2018-02-06 05:00:00,138,2018-02-06 15:00:00,SELL,1344.48,1334.7835714285713,1349.3282142857145,1334.7835714285713,0.1,96.26428571428669,969.6428571428669,1.9573015757751346,TP,2018Q1,2018,20
5,144,2018-02-06 18:00:00,152,2018-02-06 22:00:00,BUY,1328.46,1324.2482142857143,1324.2482142857143,1336.8835714285715,0.1,-42.81785714285725,-421.17857142857247,-1.0,SL,2018Q1,2018,8
6,187,2018-02-07 16:30:00,189,2018-02-07 17:30:00,BUY,1322.79,1319.6367857142857,1319.6367857142857,1329.0964285714285,0.1,-32.23214285714285,-315.32142857142844,-1.0,SL,2018Q1,2018,2
7,190,2018-02-07 18:00:00,192,2018-02-07 19:00:00,BUY,1321.01,1317.3542857142857,1317.3542857142857,1328.3214285714287,0.1,-37.25714285714339,-365.5714285714339,-1.0,SL,2018Q1,2018,2
8,193,2018-02-07 19:30:00,194,2018-02-07 20:00:00,BUY,1318.21,1314.0892857142858,1314.0892857142858,1326.4514285714286,0.1,-41.907142857142574,-412.0714285714257,-1.0,SL,2018Q1,2018,1
9,214,2018-02-08 07:00:00,228,2018-02-08 14:00:00,BUY,1311.24,1308.0846428571429,1308.0846428571429,1317.550714285714,0.1,-32.25357142857156,-315.5357142857156,-1.0,SL,2018Q1,2018,14
10,240,2018-02-08 20:00:00,299,2018-02-12 03:30:00,SELL,1319.77,1324.7875,1324.7875,1309.735,0.1,-50.874999999999275,-501.7499999999927,-1.0,SL,2018Q1,2018,59
11,352,2018-02-13 07:00:00,353,2018-02-13 07:30:00,SELL,1326.0,1328.079642857143,1328.079642857143,1321.8407142857143,0.1,-21.496428571429714,-207.96428571429715,-1.0,SL,2018Q1,2018,1
12,354,2018-02-13 08:00:00,357,2018-02-13 09:30:00,SELL,1326.28,1328.4560714285715,1328.4560714285715,1321.927857142857,0.1,-22.46071428571504,-217.6071428571504,-1.0,SL,2018Q1,2018,3
13,358,2018-02-13 10:00:00,358,2018-02-13 10:00:00,SELL,1327.15,1329.3057142857144,1329.3057142857144,1322.8385714285714,0.1,-22.25714285714339,-215.5714285714339,-1.0,SL,2018Q1,2018,0
14,360,2018-02-13 11:00:00,363,2018-02-13 12:30:00,SELL,1328.68,1330.96,1330.96,1324.1200000000001,0.1,-23.499999999999726,-227.99999999999727,-1.0,SL,2018Q1,2018,3
15,364,2018-02-13 13:00:00,370,2018-02-13 16:00:00,SELL,1329.39,1324.412142857143,1331.8789285714288,1324.412142857143,0.1,49.078571428571465,497.7857142857147,1.917934403349531,TP,2018Q1,2018,6
16,390,2018-02-14 03:00:00,393,2018-02-14 04:30:00,SELL,1332.51,1334.555357142857,1334.555357142857,1328.4192857142857,0.1,-21.153571428570284,-204.53571428570285,-1.0,SL,2018Q1,2018,3
17,416,2018-02-14 16:00:00,417,2018-02-14 16:30:00,BUY,1327.64,1334.2850000000003,1324.3175,1334.2850000000003,0.1,65.75000000000209,664.5000000000209,1.9380987472366178,TP,2018Q1,2018,1
18,451,2018-02-15 10:30:00,458,2018-02-15 14:00:00,SELL,1355.1,1350.3857142857141,1357.4571428571428,1350.3857142857141,0.1,46.44285714285779,471.4285714285779,1.9134785167745745,TP,2018Q1,2018,7
19,486,2018-02-16 05:00:00,488,2018-02-16 06:00:00,SELL,1356.64,1358.7957142857144,1358.7957142857144,1352.3285714285714,0.1,-22.25714285714339,-215.5714285714339,-1.0,SL,2018Q1,2018,2
20,491,2018-02-16 07:30:00,498,2018-02-16 11:00:00,SELL,1358.38,1360.7832142857144,1360.7832142857144,1353.5735714285715,0.1,-24.732142857142843,-240.32142857142844,-1.0,SL,2018Q1,2018,7
21,500,2018-02-16 12:00:00,504,2018-02-16 14:00:00,SELL,1359.89,1354.9550000000002,1362.3575,1354.9550000000002,0.1,48.64999999999945,493.49999999999454,1.9172413793103438,TP,2018Q1,2018,4
22,519,2018-02-16 21:30:00,563,2018-02-20 01:30:00,BUY,1348.13,1344.1346428571428,1344.1346428571428,1356.1207142857145,0.1,-40.65357142857302,-399.53571428573014,-1.0,SL,2018Q1,2018,44
23,566,2018-02-20 03:00:00,566,2018-02-20 03:00:00,BUY,1344.05,1341.6339285714287,1341.6339285714287,1348.8821428571428,0.1,-24.860714285712856,-241.60714285712857,-1.0,SL,2018Q1,2018,0
24,572,2018-02-20 06:00:00,579,2018-02-20 09:30:00,BUY,1341.47,1338.9167857142859,1338.9167857142859,1346.5764285714286,0.1,-26.23214285714148,-255.3214285714148,-1.0,SL,2018Q1,2018,7
25,581,2018-02-20 10:30:00,591,2018-02-20 15:30:00,BUY,1338.18,1336.065,1336.065,1342.41,0.1,-21.85000000000009,-211.5000000000009,-1.0,SL,2018Q1,2018,10
26,602,2018-02-20 21:00:00,650,2018-02-21 22:00:00,BUY,1330.12,1325.0039285714283,1325.0039285714283,1340.3521428571428,0.1,-51.86071428571559,-511.60714285715585,-1.0,SL,2018Q1,2018,48
27,652,2018-02-21 23:00:00,752,2018-02-26 04:00:00,BUY,1324.82,1335.1935714285714,1319.6332142857143,1335.1935714285714,0.1,103.03571428571495,1037.3571428571495,1.9600516339425658,TP,2018Q1,2018,100
28,761,2018-02-26 08:30:00,776,2018-02-26 16:00:00,SELL,1339.22,1333.5778571428573,1342.0410714285715,1333.5778571428573,0.1,55.72142857142744,564.2142857142744,1.9273625694872607,TP,2018Q1,2018,15
29,822,2018-02-27 16:00:00,824,2018-02-27 17:00:00,BUY,1328.18,1325.4189285714288,1325.4189285714288,1333.702142857143,0.1,-28.31071428571313,-276.1071428571313,-1.0,SL,2018Q1,2018,2
30,825,2018-02-27 17:30:00,825,2018-02-27 17:30:00,BUY,1325.05,1321.8657142857141,1321.8657142857141,1331.4185714285713,0.1,-32.54285714285807,-318.42857142858065,-1.0,SL,2018Q1,2018,0
31,829,2018-02-27 19:30:00,904,2018-03-01 11:00:00,BUY,1315.8,1311.0792857142856,1311.0792857142856,1325.2414285714285,0.1,-47.90714285714394,-472.07142857143936,-1.0,SL,2018Q1,2018,75
32,907,2018-03-01 12:30:00,910,2018-03-01 14:00:00,BUY,1311.37,1309.4424999999999,1309.4424999999999,1315.225,0.1,-19.97500000000009,-192.7500000000009,-1.0,SL,2018Q1,2018,3
33,914,2018-03-01 16:00:00,914,2018-03-01 16:00:00,BUY,1310.5,1307.577142857143,1307.577142857143,1316.3457142857144,0.1,-29.92857142857083,-292.2857142857083,-1.0,SL,2018Q1,2018,0
34,917,2018-03-01 17:30:00,925,2018-03-01 21:30:00,BUY,1305.53,1312.9057142857143,1301.8421428571428,1312.9057142857143,0.1,73.05714285714366,737.5714285714366,1.944117088006083,TP,2018Q1,2018,8
35,928,2018-03-01 23:00:00,954,2018-03-02 13:00:00,SELL,1314.96,1321.7207142857144,1321.7207142857144,1301.4385714285715,0.1,-68.30714285714357,-676.0714285714357,-1.0,SL,2018Q1,2018,26
36,961,2018-03-02 16:30:00,965,2018-03-02 18:30:00,SELL,1324.85,1318.172857142857,1328.1885714285713,1318.172857142857,0.1,66.07142857142826,667.7142857142826,1.9383906119027656,TP,2018Q1,2018,4
37,994,2018-03-05 10:00:00,1002,2018-03-05 14:00:00,SELL,1326.55,1322.8728571428571,1328.3885714285714,1322.8728571428571,0.1,36.07142857142826,367.7142857142826,1.8899700598802385,TP,2018Q1,2018,8
38,1015,2018-03-05 20:30:00,1043,2018-03-06 11:30:00,BUY,1319.24,1324.3121428571428,1316.7039285714286,1324.3121428571428,0.1,50.021428571428075,507.2142857142808,1.9194189392901184,TP,2018Q1,2018,28
39,1044,2018-03-06 12:00:00,1047,2018-03-06 13:30:00,SELL,1324.13,1326.0617857142859,1326.0617857142859,1320.2664285714288,0.1,-20.01785714285752,-193.1785714285752,-1.0,SL,2018Q1,2018,3
40,1049,2018-03-06 14:30:00,1050,2018-03-06 15:00:00,SELL,1326.99,1329.3567857142857,1329.3567857142857,1322.2564285714286,0.1,-24.367857142856973,-236.67857142856974,-1.0,SL,2018Q1,2018,1
41,1053,2018-03-06 16:30:00,1054,2018-03-06 17:00:00,SELL,1330.55,1333.2146428571427,1333.2146428571427,1325.2207142857142,0.1,-27.346428571427804,-266.46428571427805,-1.0,SL,2018Q1,2018,1
42,1069,2018-03-07 01:30:00,1086,2018-03-07 10:00:00,SELL,1337.96,1331.4328571428573,1341.2235714285714,1331.4328571428573,0.1,64.57142857142735,652.7142857142735,1.937004499678593,TP,2018Q1,2018,17
43,1097,2018-03-07 15:30:00,1100,2018-03-07 17:00:00,BUY,1330.57,1328.4260714285713,1328.4260714285713,1334.8578571428573,0.1,-22.139285714286597,-214.39285714286598,-1.0,SL,2018Q1,2018,3
44,1101,2018-03-07 17:30:00,1102,2018-03-07 18:00:00,BUY,1329.1,1326.5071428571428,1326.5071428571428,1334.2857142857142,0.1,-26.628571428571558,-259.2857142857156,-1.0,SL,2018Q1,2018,1
45,1110,2018-03-07 22:00:00,1146,2018-03-08 17:00:00,BUY,1323.71,1320.095,1320.095,1330.94,0.1,-36.850000000000094,-361.5000000000009,-1.0,SL,2018Q1,2018,36
46,1190,2018-03-09 16:00:00,1192,2018-03-09 17:00:00,BUY,1316.12,1321.9314285714286,1313.2142857142856,1321.9314285714286,0.1,57.41428571428678,581.1428571428678,1.9294287085933761,TP,2018Q1,2018,2
47,1193,2018-03-09 17:30:00,1254,2018-03-13 01:00:00,SELL,1321.81,1325.6896428571429,1325.6896428571429,1314.050714285714,0.1,-39.49642857142926,-387.9642857142926,-1.0,SL,2018Q1,2018,61
48,1282,2018-03-13 15:00:00,1284,2018-03-13 16:00:00,BUY,1324.84,1321.5646428571429,1321.5646428571429,1331.3907142857142,0.1,-33.45357142857047,-327.53571428570467,-1.0,SL,2018Q1,2018,2
49,1285,2018-03-13 16:30:00,1286,2018-03-13 17:00:00,SELL,1321.42,1325.6285714285714,1325.6285714285714,1313.0028571428572,0.1,-42.78571428571304,-420.8571428571304,-1.0,SL,2018Q1,2018,1
50,1291,2018-03-13 19:30:00,1379,2018-03-15 17:30:00,SELL,1326.26,1316.2507142857144,1331.264642857143,1316.2507142857144,0.1,99.39285714285624,1000.9285714285625,1.9586177774649425,TP,2018Q1,2018,88
51,1382,2018-03-15 19:00:00,1396,2018-03-16 03:00:00,BUY,1317.07,1314.3817857142858,1314.3817857142858,1322.4464285714284,0.1,-27.58214285714139,-268.8214285714139,-1.0,SL,2018Q1,2018,14
52,1417,2018-03-16 13:30:00,1420,2018-03-16 15:00:00,SELL,1320.41,1317.2085714285715,1322.0107142857144,1317.2085714285715,0.1,31.314285714285507,320.14285714285506,1.8743052586575453,TP,2018Q1,2018,3
