id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars
1,51,2018-02-02 17:30:00,54,2018-02-02 19:00:00,SELL,1329.86,1333.9175,1333.9175,1321.745,0.1,-41.275000000001185,-405.7500000000118,-1.0,SL,2018Q1,2018,3
2,117,2018-02-06 04:30:00,129,2018-02-06 10:30:00,BUY,1344.26,1339.3721428571428,1339.3721428571428,1354.0357142857144,0.1,-49.57857142857229,-488.78571428572286,-1.0,SL,2018Q1,2018,12
3,142,2018-02-06 17:00:00,152,2018-02-06 22:00:00,SELL,1331.1,1323.297857142857,1335.0010714285713,1323.297857142857,0.1,77.32142857142826,780.2142857142826,1.9471175465419548,TP,2018Q1,2018,10
4,192,2018-02-07 19:00:00,213,2018-02-08 06:30:00,SELL,1318.38,1310.1857142857143,1322.477142857143,1310.1857142857143,0.1,81.24285714285797,819.4285714285797,1.9496057593417897,TP,2018Q1,2018,21
5,233,2018-02-08 16:30:00,234,2018-02-08 17:00:00,BUY,1316.69,1312.8660714285716,1312.8660714285716,1324.3378571428573,0.1,-38.93928571428496,-382.3928571428496,-1.0,SL,2018Q1,2018,1
6,281,2018-02-09 17:30:00,281,2018-02-09 17:30:00,SELL,1311.92,1315.0389285714286,1315.0389285714286,1305.6821428571427,0.1,-31.889285714285688,-311.8928571428569,-1.0,SL,2018Q1,2018,0
7,286,2018-02-09 20:00:00,287,2018-02-09 20:30:00,SELL,1312.45,1317.1460714285715,1317.1460714285715,1303.057857142857,0.1,-47.66071428571486,-469.6071428571486,-1.0,SL,2018Q1,2018,1
8,328,2018-02-12 18:00:00,337,2018-02-12 22:30:00,BUY,1324.7,1321.6989285714287,1321.6989285714287,1330.702142857143,0.1,-30.71071428571322,-300.1071428571322,-1.0,SL,2018Q1,2018,9
9,374,2018-02-13 18:00:00,393,2018-02-14 04:30:00,BUY,1328.82,1334.8092857142858,1325.825357142857,1334.8092857142858,0.1,59.1928571428587,598.928571428587,1.9314765178883597,TP,2018Q1,2018,19
10,416,2018-02-14 16:00:00,416,2018-02-14 16:00:00,SELL,1327.39,1330.7125,1330.7125,1320.745,0.1,-33.92499999999991,-332.2499999999991,-1.0,SL,2018Q1,2018,0
