id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars
1,51,2018-02-02 17:30:00,54,2018-02-02 19:00:00,SELL,1329.86,1333.9175,1333.9175,1319.71625,0.1,-41.275000000001185,-405.7500000000118,-1.0,SL,2018Q1,2018,3
2,59,2018-02-02 21:30:00,86,2018-02-05 12:00:00,SELL,1330.45,1336.0857142857144,1336.0857142857144,1316.3607142857145,0.1,-57.057142857143575,-563.5714285714357,-1.0,SL,2018Q1,2018,27
3,107,2018-02-05 22:30:00,138,2018-02-06 15:00:00,BUY,1338.11,1334.627857142857,1334.627857142857,1346.815357142857,0.1,-35.5214285714289,-348.21428571428896,-1.0,SL,2018Q1,2018,31
4,142,2018-02-06 17:00:00,152,2018-02-06 22:00:00,SELL,1331.1,1321.3473214285714,1335.0010714285713,1321.3473214285714,0.1,96.82678571428532,975.2678571428532,2.4383038042989473,TP,2018Q1,2018,10
5,186,2018-02-07 16:00:00,187,2018-02-07 16:30:00,SELL,1322.36,1325.4285714285713,1325.4285714285713,1314.6885714285713,0.1,-31.38571428571431,-306.8571428571431,-1.0,SL,2018Q1,2018,1
6,192,2018-02-07 19:00:00,228,2018-02-08 14:00:00,SELL,1318.38,1308.1371428571429,1322.477142857143,1308.1371428571429,0.1,101.72857142857247,1024.2857142857247,2.4412067192320883,TP,2018Q1,2018,36
7,233,2018-02-08 16:30:00,234,2018-02-08 17:00:00,BUY,1316.69,1312.8660714285716,1312.8660714285716,1326.2498214285715,0.1,-38.93928571428496,-382.3928571428496,-1.0,SL,2018Q1,2018,1
8,239,2018-02-08 19:30:00,241,2018-02-08 20:30:00,BUY,1321.0,1316.2385714285713,1316.2385714285713,1332.9035714285715,0.1,-48.31428571428724,-476.14285714287234,-1.0,SL,2018Q1,2018,2
9,281,2018-02-09 17:30:00,281,2018-02-09 17:30:00,SELL,1311.92,1315.0389285714286,1315.0389285714286,1304.1226785714284,0.1,-31.889285714285688,-311.8928571428569,-1.0,SL,2018Q1,2018,0
10,286,2018-02-09 20:00:00,287,2018-02-09 20:30:00,SELL,1312.45,1317.1460714285715,1317.1460714285715,1300.7098214285713,0.1,-47.66071428571486,-469.6071428571486,-1.0,SL,2018Q1,2018,1
11,326,2018-02-12 17:00:00,363,2018-02-13 12:30:00,BUY,1322.93,1330.0764285714286,1320.0714285714287,1330.0764285714286,0.1,70.76428571428487,714.6428571428487,2.416341463414633,TP,2018Q1,2018,37
12,371,2018-02-13 16:30:00,373,2018-02-13 17:30:00,SELL,1324.42,1327.2625,1327.2625,1317.31375,0.1,-29.124999999999726,-284.24999999999727,-1.0,SL,2018Q1,2018,2
13,374,2018-02-13 18:00:00,395,2018-02-14 05:30:00,BUY,1328.82,1336.3066071428573,1325.825357142857,1336.3066071428573,0.1,74.16607142857337,748.6607142857338,2.4200559375364197,TP,2018Q1,2018,21
14,416,2018-02-14 16:00:00,416,2018-02-14 16:00:00,SELL,1327.39,1330.7125,1330.7125,1319.08375,0.1,-33.92499999999991,-332.2499999999991,-1.0,SL,2018Q1,2018,0
15,417,2018-02-14 16:30:00,418,2018-02-14 17:00:00,BUY,1333.25,1343.3026785714287,1329.2289285714285,1343.3026785714287,0.1,99.82678571428714,1005.2678571428714,2.440113487559991,TP,2018Q1,2018,1
16,419,2018-02-14 17:30:00,488,2018-02-16 06:00:00,BUY,1344.55,1358.2776785714286,1339.0589285714284,1358.2776785714286,0.1,136.5767857142867,1372.767857142867,2.455943741570829,TP,2018Q1,2018,69
