quarter,year,trades,wins,losses,win_rate_pct,net_pnl_usd,gross_profit_usd,gross_loss_usd,profit_factor,max_drawdown_pct,expectancy_usd,expectancy_r,payoff_ratio,tail_loss_usd,verdict
2018Q2,2018,5,3,2,60.0,445.5999999999986,466.59999999999894,21.000000000000362,22.219047619047185,21.00000000000034,89.11999999999972,0.006835786506505644,14.812698412698124,16.299999999999454,PASS
2018Q3,2018,6,5,1,83.33333333333334,153.5000000000021,337.7000000000012,184.19999999999908,1.833333333333349,184.19999999999908,25.583333333333684,0.0020718879859229337,0.36666666666666975,184.19999999999908,PASS
2018Q4,2018,6,3,3,50.0,-141.39999999999566,357.70000000000243,499.09999999999815,0.7166900420757438,431.8999999999995,-23.56666666666594,-0.0019657543565240647,0.7166900420757438,322.1999999999986,FAIL
2019Q1,2019,2,2,0,100.0,361.39999999999975,361.39999999999975,0.0,999.0,0.0,180.69999999999987,0.013730472924764026,0.0,0.0,INCONCLUSIVE
2019Q2,2019,2,1,1,50.0,37.60000000000093,188.40000000000083,150.7999999999999,1.2493368700265315,150.7999999999999,18.800000000000466,0.0016450274827804158,1.2493368700265315,150.7999999999999,INCONCLUSIVE
2019Q3,2019,1,1,0,100.0,370.79999999999865,370.79999999999865,0.0,999.0,0.0,370.79999999999865,0.0246215868970172,0.0,0.0,INCONCLUSIVE
2019Q4,2019,3,2,1,66.66666666666666,128.79999999999916,159.09999999999954,30.300000000000363,5.250825082508173,30.300000000000367,42.93333333333305,0.0029124403755620685,2.6254125412540863,30.300000000000363,PASS
2020Q1,2020,4,2,2,50.0,-730.3000000000022,316.8999999999993,1047.2000000000016,0.30261650114591176,870.8999999999999,-182.57500000000056,-0.012531592732837805,0.30261650114591176,870.8999999999999,FAIL
2020Q2,2020,6,2,4,33.33333333333333,-865.3999999999992,159.19999999999948,1024.5999999999985,0.1553777083739993,269.70000000000005,-144.2333333333332,-0.00867325584385098,0.3107554167479986,754.8999999999985,FAIL
2020Q3,2020,7,1,6,14.285714285714285,-244.0000000000008,1477.3999999999994,1721.4000000000003,0.8582549087951662,834.6000000000023,-34.85714285714297,-0.002659099051918204,5.149529452770998,544.700000000001,FAIL
2020Q4,2020,6,4,2,66.66666666666666,-18.69999999999814,458.60000000000105,477.29999999999916,0.9608212864026856,394.9000000000007,-3.1166666666663567,-0.00017352088153448365,0.4804106432013428,394.9000000000007,FAIL
2021Q1,2021,5,2,3,40.0,-347.39999999999867,228.4000000000002,575.7999999999989,0.39666550885724317,523.1999999999996,-69.47999999999973,-0.003916242692889304,0.5949982632858648,367.0000000000011,FAIL
2021Q2,2021,2,2,0,100.0,882.5000000000009,882.5000000000009,0.0,999.0,0.0,441.25000000000045,0.023641375784540647,0.0,0.0,INCONCLUSIVE
2021Q3,2021,7,2,5,28.57142857142857,-560.1999999999975,396.70000000000175,956.8999999999992,0.4145678754310817,603.2999999999996,-80.02857142857108,-0.0044155248876456745,1.0364196885777044,353.5999999999996,FAIL
2021Q4,2021,1,1,0,100.0,546.8999999999999,546.8999999999999,0.0,999.0,0.0,546.8999999999999,0.029522347108233638,0.0,0.0,INCONCLUSIVE
2022Q1,2022,5,3,2,60.0,54.30000000000206,596.900000000001,542.5999999999989,1.1000737191301184,349.79999999999853,10.860000000000412,0.0004992815012578623,0.733382479420079,349.79999999999853,INCONCLUSIVE
2022Q2,2022,3,1,2,33.33333333333333,-388.50000000000097,311.499999999998,699.999999999999,0.4449999999999978,410.20000000000044,-129.5000000000003,-0.006890113129859675,0.8899999999999956,410.20000000000044,FAIL
2022Q3,2022,6,4,2,66.66666666666666,198.59999999999985,855.9000000000012,657.3000000000014,1.3021451392058412,657.3000000000013,33.09999999999997,0.0020359857718003373,0.6510725696029206,490.20000000000044,PASS
2022Q4,2022,3,2,1,66.66666666666666,579.3000000000011,637.500000000001,58.2,10.953608247422698,58.19999999999999,193.10000000000036,0.011160017407287363,5.476804123711349,58.2,PASS
2023Q1,2023,2,2,0,100.0,345.10000000000093,345.10000000000093,0.0,999.0,0.0,172.55000000000047,0.009335583246198681,0.0,0.0,INCONCLUSIVE
2023Q2,2023,2,1,1,50.0,-68.40000000000045,126.50000000000027,194.90000000000072,0.6490507952796296,194.90000000000072,-34.20000000000022,-0.0018022828125339061,0.6490507952796296,194.90000000000072,INCONCLUSIVE
2023Q3,2023,4,2,2,50.0,352.29999999999995,543.9999999999997,191.6999999999997,2.837767344809601,169.09999999999917,88.07499999999999,0.004777329153988926,2.837767344809601,169.09999999999917,PASS
2023Q4,2023,3,1,2,33.33333333333333,-296.5000000000005,142.19999999999965,438.70000000000016,0.32413950307727285,331.50000000000153,-98.8333333333335,-0.005070025103270338,0.6482790061545457,331.50000000000153,FAIL
2024Q1,2024,1,0,1,0.0,-34.19999999999909,0.0,34.19999999999909,0.0,0.0,-34.19999999999909,-0.0016453810837658155,0.0,34.19999999999909,INCONCLUSIVE
2024Q2,2024,3,1,2,33.33333333333333,-3.3000000000035925,786.8999999999976,790.2000000000012,0.9958238420652954,567.1000000000033,-1.1000000000011976,-0.0004594956766656652,1.9916476841305908,567.1000000000033,FAIL
2024Q3,2024,1,0,1,0.0,-125.7,0.0,125.7,0.0,0.0,-125.7,-0.005001588361561108,0.0,125.7,INCONCLUSIVE
2024Q4,2024,5,3,2,60.0,-167.39999999999867,513.8999999999991,681.2999999999978,0.7542932628797897,469.09999999999815,-33.479999999999734,-0.0012962456450359855,0.5028621752531932,454.79999999999853,FAIL
2025Q1,2025,4,1,3,25.0,-1357.2999999999984,168.90000000000038,1526.1999999999987,0.1106670161184645,1034.8999999999992,-339.3249999999996,-0.012345071531036981,0.3320010483553935,598.0000000000002,FAIL
2025Q2,2025,5,4,1,80.0,3061.100000000005,3811.5000000000073,750.4000000000026,5.079291044776111,750.4000000000024,612.2200000000009,0.018720752050916466,1.2698227611940278,750.4000000000026,PASS
2025Q3,2025,3,2,1,66.66666666666666,-8.49999999999875,534.1000000000018,542.6000000000006,0.9843346848507211,542.6000000000006,-2.8333333333329165,-0.0001610159459420387,0.49216734242536053,542.6000000000006,FAIL
2025Q4,2025,1,0,1,0.0,-36.60000000000146,0.0,36.60000000000146,0.0,0.0,-36.60000000000146,-0.0008807190775125144,0.0,36.60000000000146,INCONCLUSIVE
2026Q1,2026,4,3,1,75.0,3485.199999999993,6596.699999999992,3111.499999999999,2.1201028442873193,0.0,871.2999999999982,0.015752446193848326,0.7067009480957731,3111.499999999999,PASS
2026Q2,2026,8,5,3,62.5,1947.499999999999,5016.899999999995,3069.3999999999955,1.63448882517756,1172.4000000000008,243.4374999999999,0.005881819177799047,0.9806932951065359,1544.9999999999939,PASS
