year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,15,-169.54285714285834,93.42142857142662,262.964285714285
2019,19,222.24821428571812,585.1053571428605,362.85714285714243
2020,34,-315.19107142856575,1117.6589285714335,1432.8499999999992
2021,20,-96.79999999999522,563.2821428571476,660.0821428571428
2022,11,50.21071428571284,403.75714285714406,353.5464285714312
2023,13,639.2267857142755,803.7803571428492,164.55357142857366
2024,22,-198.31964285712985,705.755357142867,904.0749999999969
2025,15,1295.3196428571682,2051.5732142857382,756.2535714285701
2026,12,1225.5482142857013,3060.1160714285597,1834.5678571428584
