quarter,year,trades,wins,losses,win_rate_pct,net_pnl_usd,gross_profit_usd,gross_loss_usd,profit_factor,max_drawdown_pct,expectancy_usd,expectancy_r,payoff_ratio,tail_loss_usd,verdict
2018Q2,2018,19,11,8,57.89473684210527,382.60000000000605,951.6000000000029,568.9999999999968,1.6724077328646894,264.09999999999815,20.136842105263476,0.0015940624397115806,1.2162965329925013,234.09999999999917,PASS
2018Q3,2018,19,7,12,36.84210526315789,-178.09999999999786,676.6999999999987,854.7999999999965,0.7916471689284059,376.4999999999989,-9.373684210526203,-0.0006687434060240139,1.3571094324486959,203.40000000000208,FAIL
2018Q4,2018,19,10,9,52.63157894736842,-26.799999999999045,895.7999999999997,922.5999999999988,0.9709516583568187,345.9000000000017,-1.4105263157894234,-7.528203598817815e-05,0.8738564925211367,222.90000000000026,FAIL
2019Q1,2019,19,14,5,73.68421052631578,1122.2999999999995,1514.2000000000007,391.90000000000146,3.8637407501913628,153.00000000000023,59.06842105263155,0.00458362397181034,1.3799074107826297,153.00000000000017,PASS
2019Q2,2019,20,9,11,45.0,-127.00000000000172,1181.2999999999977,1308.2999999999995,0.9029274631200781,448.2000000000013,-6.350000000000086,-0.0004912832900583351,1.1035780104800954,242.70000000000044,FAIL
2019Q3,2019,21,10,11,47.61904761904761,-743.8000000000077,1404.3999999999987,2148.2000000000066,0.653756633460569,1298.2000000000062,-35.41904761904799,-0.0024802029420991243,0.7191322968066259,667.100000000001,FAIL
2019Q4,2019,21,7,14,33.33333333333333,-752.7000000000064,938.3999999999971,1691.1000000000035,0.55490509136065,1061.1000000000029,-35.84285714285745,-0.0023803028626105636,1.1098101827212998,305.7,FAIL
2020Q1,2020,19,7,12,36.84210526315789,-1546.0,2352.5000000000045,3898.5000000000045,0.6034372194433761,1822.8000000000009,-81.36842105263158,-0.005448685500070176,1.0344638047600734,1269.1000000000015,FAIL
2020Q2,2020,18,7,11,38.88888888888889,185.30000000000416,2186.8000000000075,2001.5000000000034,1.0925805645765694,1325.9999999999986,10.294444444444675,0.0007841381059195111,1.7169123157631807,484.00000000000153,INCONCLUSIVE
2020Q3,2020,19,8,11,42.10526315789473,-1189.1999999999925,2395.2000000000016,3584.3999999999933,0.6682289922999682,2265.4999999999927,-62.589473684210134,-0.0030592113412917328,0.9188148644124563,733.3,FAIL
2020Q4,2020,20,14,6,70.0,1688.799999999995,3107.4000000000037,1418.6000000000074,2.190469476949096,468.0000000000008,84.43999999999974,0.004656308374441627,0.9387726329781839,443.69999999999953,PASS
2021Q1,2021,19,10,9,52.63157894736842,30.699999999994077,2581.7999999999965,2551.100000000002,1.0120340245384323,1182.4000000000042,1.6157894736838987,-6.455112193552842e-06,0.910830622084589,749.1000000000015,INCONCLUSIVE
2021Q2,2021,20,9,11,45.0,-500.39999999999867,1549.3000000000018,2049.7000000000003,0.7558667122017864,974.900000000002,-25.019999999999932,-0.0013614646396936912,0.9238370926910722,429.5000000000011,FAIL
2021Q3,2021,21,10,11,47.61904761904761,794.7000000000025,2026.1000000000015,1231.399999999999,1.6453630014617535,489.59999999999764,37.84285714285726,0.0020894983991413658,1.8098993016079288,434.5000000000011,PASS
2021Q4,2021,20,7,13,35.0,-1085.499999999994,1257.700000000002,2343.199999999996,0.5367446227381376,1062.7999999999972,-54.27499999999971,-0.00304869859187988,0.9968114422279698,453.99999999999926,FAIL
2022Q1,2022,20,7,13,35.0,-1613.6000000000006,1720.0999999999974,3333.6999999999975,0.5159732429432758,1479.300000000001,-80.68000000000004,-0.004317632691435257,0.9582360226089408,693.3999999999999,FAIL
2022Q2,2022,21,11,10,52.38095238095239,-456.7000000000026,1799.5999999999956,2256.299999999998,0.7975889730975478,732.0000000000007,-21.74761904761917,-0.001132077735541659,0.7250808846341344,463.2,FAIL
2022Q3,2022,21,13,8,61.904761904761905,1197.2999999999959,2586.7999999999993,1389.5000000000032,1.8616768621806357,467.5000000000007,57.01428571428552,0.0031927768304147253,1.1456472998034681,467.5000000000006,PASS
2022Q4,2022,21,9,12,42.857142857142854,224.89999999999117,2674.699999999999,2449.8000000000075,1.0918034125234675,1102.0000000000043,10.70952380952339,0.0008514976887236819,1.4557378833646233,548.500000000002,INCONCLUSIVE
2023Q1,2023,21,9,12,42.857142857142854,-2194.1,1231.6999999999996,3425.7999999999997,0.35953645863739847,3246.0,-104.48095238095237,-0.005485618434560113,0.4793819448498646,897.9000000000003,FAIL
2023Q2,2023,21,7,14,33.33333333333333,-2649.899999999999,987.0000000000005,3636.899999999999,0.27138497071681944,2401.6999999999994,-126.18571428571424,-0.006274456158623681,0.5427699414336389,696.2999999999995,FAIL
2023Q3,2023,20,13,7,65.0,1500.1000000000033,2522.2000000000057,1022.1000000000026,2.467664612073182,512.8000000000006,75.00500000000017,0.0039898596693697524,1.328742483424021,226.50000000000153,PASS
2023Q4,2023,20,12,8,60.0,45.19999999999635,1793.2000000000007,1748.0000000000045,1.025858123569792,608.6000000000003,2.2599999999998177,0.00020882667345157685,0.6839054157131945,498.2999999999999,INCONCLUSIVE
2024Q1,2024,20,9,11,45.0,-145.0999999999948,1921.900000000006,2067.0000000000005,0.9298016448959873,800.1000000000018,-7.25499999999974,-0.00027639767493389583,1.1364242326506508,545.6000000000001,FAIL
2024Q2,2024,19,8,11,42.10526315789473,-1120.2999999999938,1945.9000000000005,3066.1999999999944,0.6346291827017169,1531.6999999999985,-58.96315789473652,-0.0025203697648394714,0.8726151262148606,664.4000000000035,FAIL
2024Q3,2024,20,10,10,50.0,2244.8999999999946,3555.8999999999996,1311.0000000000055,2.7123569794050226,730.6999999999998,112.24499999999973,0.004700860239150063,2.712356979405023,356.60000000000144,PASS
2024Q4,2024,17,9,8,52.94117647058824,151.9000000000055,3062.3000000000056,2910.4000000000005,1.0521921385376598,880.0999999999988,8.935294117647382,0.0002974937842320283,0.9352819009223642,534.1000000000015,INCONCLUSIVE
2025Q1,2025,18,10,8,55.55555555555556,1716.20000000001,4094.000000000008,2377.7999999999984,1.7217596097232784,919.9999999999998,95.344444444445,0.0034529198069467243,1.3774076877786225,629.8999999999962,PASS
2025Q2,2025,18,6,12,33.33333333333333,-4007.4000000000005,3315.9000000000024,7323.300000000002,0.4527876776862892,6876.599999999998,-222.63333333333335,-0.006452320426899112,0.9055753553725784,1389.3000000000013,FAIL
2025Q3,2025,18,8,10,44.44444444444444,-1434.2999999999968,3693.499999999998,5127.799999999995,0.7202894028628265,2424.199999999992,-79.68333333333315,-0.0022553142161532433,0.9003617535785331,1436.6999999999991,FAIL
2025Q4,2025,15,8,7,53.333333333333336,596.3999999999681,6031.299999999973,5434.900000000004,1.1097352297190322,1976.2000000000048,39.75999999999787,0.0006736881863523276,0.9710183260041533,1412.4999999999984,INCONCLUSIVE
2026Q1,2026,19,8,11,42.10526315789473,-7050.800000000018,10629.100000000013,17679.90000000003,0.6011968393486385,8936.200000000008,-371.0947368421062,-0.007680394974390556,0.8266456541043781,3454.2999999999965,FAIL
2026Q2,2026,18,9,9,50.0,3826.000000000011,11693.700000000015,7867.7000000000035,1.4862920548572023,2435.799999999999,212.55555555555617,0.004969862212018305,1.4862920548572023,1932.0000000000011,PASS
