year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,140,-1421.1339285714375,1604.987500000001,3026.1214285714395
2019,196,-738.6357142857287,4260.621428571425,4999.257142857154
2020,181,171.97142857144922,8650.37857142858,8478.40714285713
2021,166,-885.9214285714202,5815.596428571432,6701.517857142853
2022,165,1398.4535714285698,8084.092857142857,6685.639285714288
2023,173,-111.55178571430157,6683.941071428562,6795.4928571428645
2024,191,-1146.4250000000275,9281.421428571417,10427.846428571442
2025,181,2436.3035714285807,18428.164285714323,15991.860714285736
2026,99,9064.928571428585,30530.546428571404,21465.61785714282
