year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,27,240.60000000000284,1475.8999999999996,1235.299999999997
2019,19,147.6999999999947,1405.2999999999963,1257.6000000000017
2020,40,1404.3999999999978,6237.399999999996,4832.999999999998
2021,30,-1039.699999999997,2547.0000000000036,3586.7000000000003
2022,26,450.50000000000125,3512.0000000000027,3061.500000000002
2023,19,821.7999999999976,2566.1999999999994,1744.4000000000017
2024,28,-403.2999999999944,2986.4000000000005,3389.6999999999953
2025,25,4856.199999999999,9886.100000000006,5029.900000000008
2026,21,605.4999999999729,15963.199999999975,15357.700000000004
