year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd
2018,57,177.70000000000914,2524.1000000000013,2346.3999999999924
2019,81,-501.2000000000163,5038.299999999994,5539.500000000011
2020,76,-861.0999999999933,10041.900000000018,10903.00000000001
2021,80,-760.4999999999961,7414.9000000000015,8175.399999999998
2022,83,-648.100000000016,8781.199999999992,9429.300000000007
2023,82,-3298.6999999999994,6534.100000000007,9832.800000000007
2024,76,1131.4000000000115,10486.000000000011,9354.6
2025,69,-3129.1000000000195,17134.699999999983,20263.8
2026,37,-3224.8000000000075,22322.80000000003,25547.600000000035
