quarter,year,trades,wins,losses,win_rate_pct,net_pnl_usd,gross_profit_usd,gross_loss_usd,profit_factor,max_drawdown_pct,expectancy_usd,expectancy_r,payoff_ratio,tail_loss_usd,verdict
2018Q2,2018,7,1,6,14.285714285714285,-64.31071428571605,38.996428571426165,103.30714285714221,0.3774804673995504,73.04285714285726,-9.187244897959435,-0.5211115898319701,2.264882804397302,22.600000000000545,FAIL
2018Q3,2018,2,0,2,0.0,-40.35714285714348,0.0,40.35714285714348,0.0,13.792857142858065,-20.17857142857174,-1.0,0.0,26.564285714285415,INCONCLUSIVE
2018Q4,2018,6,1,5,16.666666666666664,-64.87499999999882,54.42500000000045,119.29999999999927,0.4562028499580954,99.98928571428478,-10.812499999999803,-0.4346153846153686,2.281014249790477,29.060714285713583,FAIL
2019Q1,2019,4,2,2,50.0,24.328571428575007,75.58214285714584,51.25357142857084,1.4746707546513191,15.303571428569924,6.082142857143752,0.6722284006363456,1.4746707546513191,35.95000000000091,PASS
2019Q2,2019,2,1,1,50.0,53.74642857142916,69.90714285714311,16.160714285713947,4.325745856353698,0.0,26.87321428571458,0.7076752221125562,4.325745856353698,16.160714285713947,INCONCLUSIVE
2019Q3,2019,10,5,5,50.0,243.90178571428623,439.61607142857156,195.71428571428532,2.2462135036496402,122.35714285714226,24.390178571428624,0.7131946046186817,2.24621350364964,61.492857142857886,PASS
2019Q4,2019,3,0,3,0.0,-99.7285714285723,0.0,99.7285714285723,0.0,78.50000000000037,-33.24285714285743,-1.0,0.0,45.292857142856704,FAIL
2020Q1,2020,7,1,6,14.285714285714285,-64.26249999999972,230.21964285714313,294.48214285714283,0.7817779394821428,157.83571428571378,-9.180357142857103,-0.5037606968801513,4.690667636892856,114.88214285714385,FAIL
2020Q2,2020,13,3,10,23.076923076923077,-65.97678571428479,426.76607142857205,492.7428571428568,0.8661030093934844,271.6178571428567,-5.0751373626372915,-0.2025397904008058,2.8870100313116147,75.05714285714312,FAIL
2020Q3,2020,8,3,5,37.5,-160.8660714285685,301.8910714285747,462.7571428571432,0.6523747414564941,297.76071428571345,-20.10825892857106,0.28630193952752886,1.0872912357608235,113.70357142857138,FAIL
2020Q4,2020,6,1,5,16.666666666666664,-24.085714285712765,158.78214285714358,182.86785714285634,0.8682889674433216,83.12857142857084,-4.014285714285461,-0.422998117177982,4.341444837216608,53.98214285714239,FAIL
2021Q1,2021,8,1,7,12.5,-237.23750000000393,87.71964285714084,324.95714285714473,0.2699421901789169,272.0357142857157,-29.65468750000049,-0.5709909396969923,1.8895953312524185,91.55714285714403,FAIL
2021Q2,2021,5,2,3,40.0,61.66428571428831,189.42142857143025,127.75714285714194,1.4826680084982906,71.92142857142827,12.332857142857662,0.3725725578467154,2.2240020127474356,55.83571428571368,PASS
2021Q3,2021,3,2,1,66.66666666666666,100.06607142857582,136.3589285714339,36.29285714285807,3.7571836252706667,36.29285714285807,33.35535714285861,1.274769373373263,1.8785918126353334,36.29285714285807,PASS
2021Q4,2021,4,1,3,25.0,-21.292857142855425,149.78214285714267,171.0749999999981,0.8755349575165531,119.40714285714094,-5.323214285713856,-0.1350586510263838,2.626604872549659,75.02499999999891,FAIL
2022Q1,2022,3,1,2,33.33333333333333,43.992857142859876,108.37142857143071,64.37857142857084,1.6833462775990724,38.639285714285236,14.664285714286626,0.14824363519176695,3.366692555198145,38.639285714285236,PASS
2022Q2,2022,3,1,2,33.33333333333333,84.7821428571414,182.78214285714222,98.00000000000082,1.8651239067055172,40.72857142857238,28.2607142857138,0.15564446158294562,3.7302478134110344,57.271428571428444,PASS
2022Q3,2022,1,0,1,0.0,-31.01071428571522,0.0,31.01071428571522,0.0,0.0,-31.01071428571522,-1.0,0.0,31.01071428571522,INCONCLUSIVE
2022Q4,2022,4,1,3,25.0,-47.55357142857321,112.6035714285711,160.15714285714432,0.7030817946659446,97.13214285714358,-11.888392857143302,-0.13830901753841385,2.1092453839978336,63.02500000000073,FAIL
2023Q1,2023,3,1,2,33.33333333333333,46.71964285714047,122.38035714285552,75.66071428571504,1.6174887892376304,38.90714285714303,15.57321428571349,0.15031113654244269,3.234977578475261,38.90714285714303,PASS
2023Q2,2023,2,1,1,50.0,89.42499999999755,147.15714285714222,57.732142857144666,2.5489638107020434,57.732142857144666,44.712499999998776,0.7295297206970823,2.5489638107020434,57.732142857144666,INCONCLUSIVE
2023Q3,2023,3,3,0,100.0,148.4624999999986,148.4624999999986,0.0,999.0,0.0,49.487499999999535,2.3799584109655085,0.0,0.0,PASS
2023Q4,2023,5,4,1,80.0,354.61964285713884,385.7803571428528,31.160714285713947,12.380343839541542,31.160714285713947,70.92392857142777,1.7415240587151555,3.0950859598853855,31.160714285713947,PASS
2024Q1,2024,7,1,6,14.285714285714285,-221.59107142856544,91.73750000000545,313.3285714285709,0.29278370491954553,199.25714285714122,-31.65586734693792,-0.5092899800928993,1.7567022295172734,59.79999999999855,FAIL
2024Q2,2024,6,1,5,16.666666666666664,-223.77857142856936,77.35357142857247,301.13214285714184,0.2568758376128226,201.32499999999965,-37.29642857142823,-0.42945849183263607,1.2843791880641129,99.80714285714221,FAIL
2024Q3,2024,5,2,3,40.0,202.573214285716,323.4839285714303,120.91071428571432,2.6753950671983593,120.91071428571428,40.5146428571432,0.385056384820777,4.013092600797539,55.44999999999909,PASS
2024Q4,2024,4,2,2,50.0,44.476785714288965,213.18035714285872,168.70357142856975,1.2636386730740954,89.01785714285616,11.119196428572241,0.7205025047700695,1.2636386730740954,89.01785714285616,PASS
2025Q1,2025,5,2,3,40.0,200.39821428571855,391.2517857142926,190.85357142857413,2.050010292108767,91.11785714285651,40.07964285714371,0.3875131207653588,3.0750154381631503,91.11785714285652,PASS
2025Q2,2025,1,0,1,0.0,-136.53571428571303,0.0,136.53571428571303,0.0,0.0,-136.53571428571303,-1.0,0.0,136.53571428571303,INCONCLUSIVE
2025Q3,2025,2,0,2,0.0,-142.025,0.0,142.025,0.0,62.6821428571413,-71.0125,-1.0,0.0,79.3428571428587,INCONCLUSIVE
2025Q4,2025,7,5,2,71.42857142857143,1373.4821428571627,1660.3214285714457,286.83928571428294,5.788333437091568,203.72499999999775,196.21173469388037,1.4853601446141034,2.3153333748366274,203.7249999999978,PASS
2026Q1,2026,10,4,6,40.0,1125.4999999999907,2731.860714285701,1606.3607142857102,1.7006520951307373,892.5124999999989,112.54999999999907,0.3956406556494245,2.5509781426961062,617.5642857142823,PASS
2026Q2,2026,2,1,1,50.0,100.04821428571051,328.2553571428587,228.2071428571482,1.4384096528842576,0.0,50.02410714285526,0.7407394908070044,1.4384096528842576,228.2071428571482,INCONCLUSIVE
