Trade_ID,Entry_Time,Date,Sub_Engine,Type,Entry_Price,Exit_Price,PnL_USD,Balance_USD
240,2025-02-21 20:00:00,2025-02-21,CP95_Donchian12Buy,BUY,2941.78,2933.49,-23.54,2918.68
241,2025-02-21 20:00:00,2025-02-21,CP95_Donchian15Buy,BUY,2941.78,2933.49,-23.35,2895.34
242,2025-02-21 20:00:00,2025-02-21,CP95_Donchian3Buy,BUY,2941.78,2933.49,-23.16,2872.17
243,2025-02-24 05:00:00,2025-02-24,CP95_Donchian5Buy,BUY,2940.92,2932.02,-22.98,2849.2
244,2025-02-24 05:00:00,2025-02-24,CP95_Donchian3Buy,BUY,2940.92,2932.02,-22.79,2826.4
245,2025-03-14 03:00:00,2025-03-14,CP95_PinbarKeltnerBuy,BUY,2987.81,2979.32,-22.61,2803.79
246,2025-03-27 13:00:00,2025-03-27,CP95_PinbarKeltnerBuy,BUY,3054.5,3047.71,-22.43,2781.36
247,2025-03-28 15:00:00,2025-03-28,CP95_Donchian5Buy,BUY,3083.08,3074.15,-22.25,2759.11
248,2025-03-28 15:00:00,2025-03-28,CP95_Donchian3Buy,BUY,3083.08,3074.15,-22.07,2737.04
249,2025-03-31 08:00:00,2025-03-31,CP95_Donchian20Buy,BUY,3116.51,3105.44,-21.9,2715.14
250,2025-03-31 09:00:00,2025-03-31,CP95_PinbarKeltnerBuy,BUY,3119.26,3109.46,-21.72,2693.42
251,2025-04-16 09:00:00,2025-04-16,CP95_PinbarKeltnerBuy,BUY,3291.74,3315.62,46.34,2739.76
252,2025-04-16 11:00:00,2025-04-16,CP95_PinbarKeltnerBuy,BUY,3306.9,3294.06,-21.92,2717.84
253,2025-04-16 11:00:00,2025-04-16,CP95_Donchian5Buy,BUY,3306.9,3294.06,-21.74,2696.1
254,2025-04-16 11:00:00,2025-04-16,CP95_Donchian7Buy,BUY,3306.9,3294.06,-21.57,2674.53
255,2025-04-16 11:00:00,2025-04-16,CP95_Donchian10Buy,BUY,3306.9,3294.06,-21.4,2653.13
256,2025-04-16 11:00:00,2025-04-16,CP95_Donchian12Buy,BUY,3306.9,3294.06,-21.23,2631.91
257,2025-04-16 11:00:00,2025-04-16,CP95_Donchian15Buy,BUY,3306.9,3294.06,-21.06,2610.85
258,2025-04-16 11:00:00,2025-04-16,CP95_Donchian20Buy,BUY,3306.9,3335.87,42.9,2653.75
259,2025-04-16 11:00:00,2025-04-16,CP95_Donchian3Buy,BUY,3306.9,3294.06,-21.23,2632.52
260,2025-04-16 14:00:00,2025-04-16,CP95_PinbarKeltnerBuy,BUY,3306.65,3337.74,45.53,2678.05
261,2025-04-16 15:00:00,2025-04-16,CP95_PinbarKeltnerBuy,BUY,3307.23,3338.05,46.31,2724.35
262,2025-04-16 16:00:00,2025-04-16,CP95_PinbarKeltnerBuy,BUY,3311.56,3343.36,47.13,2771.49
263,2025-04-16 19:00:00,2025-04-16,CP95_PinbarKeltnerBuy,BUY,3327.22,3312.24,-22.17,2749.31
264,2025-04-16 20:00:00,2025-04-16,CP95_PinbarKeltnerBuy,BUY,3328.06,3313.59,-21.99,2727.32
265,2025-05-06 16:00:00,2025-05-06,CP95_PinbarKeltnerBuy,BUY,3391.6,3428.63,47.3,2774.62
266,2025-05-23 18:00:00,2025-05-23,CP95_PinbarKeltnerBuy,BUY,3361.78,3347.82,-22.2,2752.42
267,2025-06-12 09:00:00,2025-06-12,CP95_PinbarKeltnerBuy,BUY,3374.9,3364.07,-22.02,2730.4
268,2025-06-12 16:00:00,2025-06-12,CP95_PinbarKeltnerBuy,BUY,3391.9,3422.74,47.21,2777.61
269,2025-06-12 16:00:00,2025-06-12,CP95_Donchian5Buy,BUY,3391.9,3421.34,45.85,2823.46
270,2025-06-12 16:00:00,2025-06-12,CP95_Donchian7Buy,BUY,3391.9,3421.62,47.05,2870.51
271,2025-06-12 16:00:00,2025-06-12,CP95_Donchian10Buy,BUY,3391.9,3422.04,48.51,2919.02
272,2025-06-12 16:00:00,2025-06-12,CP95_Donchian12Buy,BUY,3391.9,3422.46,50.02,2969.03
273,2025-06-12 16:00:00,2025-06-12,CP95_Donchian15Buy,BUY,3391.9,3422.74,51.34,3020.37
274,2025-06-12 16:00:00,2025-06-12,CP95_Donchian20Buy,BUY,3391.9,3424.14,49.72,3070.09
275,2025-06-12 16:00:00,2025-06-12,CP95_Donchian3Buy,BUY,3391.9,3421.34,50.67,3120.76
276,2025-07-21 16:00:00,2025-07-21,CP95_PinbarKeltnerBuy,BUY,3388.46,3405.03,53.16,3173.92
277,2025-07-22 18:00:00,2025-07-22,CP95_PinbarKeltnerBuy,BUY,3426.4,3418.36,-25.39,3148.53
278,2025-08-28 22:00:00,2025-08-28,CP95_PinbarKeltnerBuy,BUY,3421.87,3414.31,-25.19,3123.34
279,2025-08-28 22:00:00,2025-08-28,CP95_Donchian5Buy,BUY,3421.87,3414.31,-24.99,3098.35
280,2025-08-28 22:00:00,2025-08-28,CP95_Donchian7Buy,BUY,3421.87,3414.31,-24.79,3073.57
281,2025-08-28 22:00:00,2025-08-28,CP95_Donchian10Buy,BUY,3421.87,3414.31,-24.59,3048.98
282,2025-08-28 22:00:00,2025-08-28,CP95_Donchian12Buy,BUY,3421.87,3414.31,-24.39,3024.59
283,2025-08-28 22:00:00,2025-08-28,CP95_Donchian15Buy,BUY,3421.87,3414.31,-24.2,3000.39
284,2025-08-28 22:00:00,2025-08-28,CP95_Donchian20Buy,BUY,3421.87,3413.58,-24.0,2976.39
285,2025-08-28 22:00:00,2025-08-28,CP95_Donchian3Buy,BUY,3421.87,3414.31,-23.81,2952.58
286,2025-08-29 19:00:00,2025-08-29,CP95_PinbarKeltnerBuy,BUY,3448.95,3441.76,-23.62,2928.96
287,2025-08-29 19:00:00,2025-08-29,CP95_Donchian5Buy,BUY,3448.95,3441.76,-23.43,2905.52
288,2025-08-29 19:00:00,2025-08-29,CP95_Donchian7Buy,BUY,3448.95,3441.76,-23.24,2882.28
289,2025-08-29 19:00:00,2025-08-29,CP95_Donchian10Buy,BUY,3448.95,3441.76,-23.06,2859.22
290,2025-08-29 19:00:00,2025-08-29,CP95_Donchian12Buy,BUY,3448.95,3441.76,-22.87,2836.35
291,2025-08-29 19:00:00,2025-08-29,CP95_Donchian15Buy,BUY,3448.95,3441.76,-22.69,2813.66
292,2025-08-29 19:00:00,2025-08-29,CP95_Donchian20Buy,BUY,3448.95,3441.06,-22.51,2791.15
293,2025-08-29 19:00:00,2025-08-29,CP95_Donchian3Buy,BUY,3448.95,3441.76,-22.33,2768.82
294,2025-09-02 14:00:00,2025-09-02,CP95_Donchian3Buy,BUY,3489.59,3479.08,-22.15,2746.67
295,2025-09-02 20:00:00,2025-09-02,CP95_PinbarKeltnerBuy,BUY,3529.23,3555.6,47.35,2794.02
296,2025-09-02 20:00:00,2025-09-02,CP95_Donchian5Buy,BUY,3529.23,3554.41,45.98,2840.0
297,2025-09-02 20:00:00,2025-09-02,CP95_Donchian7Buy,BUY,3529.23,3554.65,47.18,2887.19
298,2025-09-02 20:00:00,2025-09-02,CP95_Donchian10Buy,BUY,3529.23,3555.01,48.65,2935.83
299,2025-09-02 20:00:00,2025-09-02,CP95_Donchian12Buy,BUY,3529.23,3555.37,50.15,2985.99
300,2025-09-02 20:00:00,2025-09-02,CP95_Donchian15Buy,BUY,3529.23,3555.6,51.48,3037.47
301,2025-09-02 20:00:00,2025-09-02,CP95_Donchian20Buy,BUY,3529.23,3556.8,49.86,3087.33
302,2025-09-02 20:00:00,2025-09-02,CP95_Donchian3Buy,BUY,3529.23,3554.41,50.81,3138.14
303,2025-09-03 04:00:00,2025-09-03,CP95_PinbarKeltnerBuy,BUY,3538.64,3564.98,54.1,3192.24
304,2025-09-05 20:00:00,2025-09-05,CP95_PinbarKeltnerBuy,BUY,3596.36,3584.42,-25.54,3166.7
305,2025-09-22 17:00:00,2025-09-22,CP95_PinbarKeltnerBuy,BUY,3725.71,3748.05,54.39,3221.09
306,2025-09-22 19:00:00,2025-09-22,CP95_PinbarKeltnerBuy,BUY,3736.96,3759.18,55.32,3276.42
307,2025-09-22 19:00:00,2025-09-22,CP95_Donchian5Buy,BUY,3736.96,3758.17,53.71,3330.13
308,2025-09-22 19:00:00,2025-09-22,CP95_Donchian7Buy,BUY,3736.96,3758.37,55.11,3385.25
309,2025-09-22 19:00:00,2025-09-22,CP95_Donchian10Buy,BUY,3736.96,3758.67,56.82,3442.06
310,2025-09-22 19:00:00,2025-09-22,CP95_Donchian12Buy,BUY,3736.96,3758.98,58.58,3500.64
311,2025-09-22 19:00:00,2025-09-22,CP95_Donchian15Buy,BUY,3736.96,3759.18,60.12,3560.77
312,2025-09-22 19:00:00,2025-09-22,CP95_Donchian20Buy,BUY,3736.96,3760.19,58.25,3619.02
313,2025-09-22 19:00:00,2025-09-22,CP95_Donchian3Buy,BUY,3736.96,3758.17,59.33,3678.35
314,2025-09-22 21:00:00,2025-09-22,CP95_Donchian20Buy,BUY,3747.5,3770.1,60.14,3738.49
315,2025-09-23 15:00:00,2025-09-23,CP95_PinbarKeltnerBuy,BUY,3784.18,3772.98,-29.91,3708.58
316,2025-09-29 18:00:00,2025-09-29,CP95_PinbarKeltnerBuy,BUY,3830.27,3861.42,64.14,3772.72
317,2025-10-06 11:00:00,2025-10-06,CP95_PinbarKeltnerBuy,BUY,3942.45,3929.35,-30.18,3742.54
318,2025-10-06 18:00:00,2025-10-06,CP95_PinbarKeltnerBuy,BUY,3962.39,3948.38,-29.94,3712.6
319,2025-10-06 18:00:00,2025-10-06,CP95_Donchian5Buy,BUY,3962.39,3948.38,-29.7,3682.89
320,2025-10-06 18:00:00,2025-10-06,CP95_Donchian7Buy,BUY,3962.39,3948.38,-29.46,3653.43
321,2025-10-06 18:00:00,2025-10-06,CP95_Donchian10Buy,BUY,3962.39,3948.38,-29.23,3624.2
322,2025-10-06 18:00:00,2025-10-06,CP95_Donchian12Buy,BUY,3962.39,3948.38,-28.99,3595.21
323,2025-10-06 18:00:00,2025-10-06,CP95_Donchian15Buy,BUY,3962.39,3948.38,-28.76,3566.45
324,2025-10-06 18:00:00,2025-10-06,CP95_Donchian20Buy,BUY,3962.39,3947.0,-28.53,3537.92
325,2025-10-06 18:00:00,2025-10-06,CP95_Donchian3Buy,BUY,3962.39,3948.38,-28.3,3509.61
326,2025-10-13 04:00:00,2025-10-13,CP95_PinbarKeltnerBuy,BUY,4052.75,4106.22,61.14,3570.75
327,2025-11-12 19:00:00,2025-11-12,CP95_PinbarKeltnerBuy,BUY,4199.21,4182.91,-28.57,3542.19
328,2025-11-12 19:00:00,2025-11-12,CP95_Donchian5Buy,BUY,4199.21,4182.91,-28.34,3513.85
329,2025-11-12 19:00:00,2025-11-12,CP95_Donchian7Buy,BUY,4199.21,4182.91,-28.11,3485.74
330,2025-11-12 19:00:00,2025-11-12,CP95_Donchian10Buy,BUY,4199.21,4182.91,-27.89,3457.85
331,2025-11-12 19:00:00,2025-11-12,CP95_Donchian12Buy,BUY,4199.21,4182.91,-27.66,3430.19
332,2025-11-12 19:00:00,2025-11-12,CP95_Donchian15Buy,BUY,4199.21,4182.91,-27.44,3402.75
333,2025-11-12 19:00:00,2025-11-12,CP95_Donchian20Buy,BUY,4199.21,4181.3,-27.22,3375.53
334,2025-11-12 19:00:00,2025-11-12,CP95_Donchian3Buy,BUY,4199.21,4182.91,-27.0,3348.52
335,2025-11-12 20:00:00,2025-11-12,CP95_PinbarKeltnerBuy,BUY,4206.77,4189.62,-26.79,3321.74
336,2025-11-12 20:00:00,2025-11-12,CP95_Donchian5Buy,BUY,4206.77,4189.62,-26.57,3295.16
337,2025-11-12 20:00:00,2025-11-12,CP95_Donchian7Buy,BUY,4206.77,4189.62,-26.36,3268.8
338,2025-11-12 20:00:00,2025-11-12,CP95_Donchian10Buy,BUY,4206.77,4189.62,-26.15,3242.65
339,2025-11-12 20:00:00,2025-11-12,CP95_Donchian12Buy,BUY,4206.77,4189.62,-25.94,3216.71
340,2025-11-12 20:00:00,2025-11-12,CP95_Donchian15Buy,BUY,4206.77,4189.62,-25.73,3190.97
341,2025-11-12 20:00:00,2025-11-12,CP95_Donchian20Buy,BUY,4206.77,4187.92,-25.53,3165.45
342,2025-11-12 20:00:00,2025-11-12,CP95_Donchian3Buy,BUY,4206.77,4189.62,-25.32,3140.12
343,2025-11-26 03:00:00,2025-11-26,CP95_Donchian5Buy,BUY,4148.25,4182.06,51.95,3192.07
344,2025-11-26 03:00:00,2025-11-26,CP95_Donchian3Buy,BUY,4148.25,4182.06,52.81,3244.88
345,2025-11-28 17:00:00,2025-11-28,CP95_PinbarKeltnerBuy,BUY,4203.67,4235.07,56.13,3301.0
346,2025-11-28 18:00:00,2025-11-28,CP95_PinbarKeltnerBuy,BUY,4206.25,4238.76,57.13,3358.14
347,2025-12-11 03:00:00,2025-12-11,CP95_PinbarKeltnerBuy,BUY,4238.19,4223.98,-26.87,3331.27
348,2025-12-22 04:00:00,2025-12-22,CP95_Donchian20Buy,BUY,4385.86,4413.69,54.7,3385.97
349,2025-12-23 04:00:00,2025-12-23,CP95_PinbarKeltnerBuy,BUY,4493.23,4479.47,-27.09,3358.88
350,2025-12-23 04:00:00,2025-12-23,CP95_Donchian5Buy,BUY,4493.23,4479.47,-26.87,3332.01
351,2025-12-23 04:00:00,2025-12-23,CP95_Donchian7Buy,BUY,4493.23,4479.47,-26.66,3305.35
352,2025-12-23 04:00:00,2025-12-23,CP95_Donchian10Buy,BUY,4493.23,4479.47,-26.44,3278.91
353,2025-12-23 04:00:00,2025-12-23,CP95_Donchian12Buy,BUY,4493.23,4479.47,-26.23,3252.68
354,2025-12-23 04:00:00,2025-12-23,CP95_Donchian15Buy,BUY,4493.23,4479.47,-26.02,3226.66
355,2025-12-23 04:00:00,2025-12-23,CP95_Donchian20Buy,BUY,4493.23,4478.12,-25.81,3200.84
356,2025-12-23 04:00:00,2025-12-23,CP95_Donchian3Buy,BUY,4493.23,4479.47,-25.61,3175.24
357,2025-12-26 08:00:00,2025-12-26,CP95_Donchian5Buy,BUY,4511.53,4549.03,52.61,3227.84
358,2025-12-26 08:00:00,2025-12-26,CP95_Donchian7Buy,BUY,4511.53,4549.38,53.99,3281.83
359,2025-12-26 08:00:00,2025-12-26,CP95_Donchian10Buy,BUY,4511.53,4549.92,55.67,3337.5
360,2025-12-26 08:00:00,2025-12-26,CP95_Donchian12Buy,BUY,4511.53,4493.42,-26.7,3310.8
361,2025-12-26 08:00:00,2025-12-26,CP95_Donchian15Buy,BUY,4511.53,4493.42,-26.49,3284.31
362,2025-12-26 08:00:00,2025-12-26,CP95_Donchian3Buy,BUY,4511.53,4549.03,54.41,3338.73
363,2026-01-20 19:00:00,2026-01-20,CP95_PinbarKeltnerBuy,BUY,4758.9,4797.77,57.94,3396.67
364,2026-01-20 19:00:00,2026-01-20,CP95_Donchian5Buy,BUY,4758.9,4796.01,56.27,3452.94
365,2026-01-20 19:00:00,2026-01-20,CP95_Donchian7Buy,BUY,4758.9,4796.36,57.74,3510.68
366,2026-01-20 19:00:00,2026-01-20,CP95_Donchian10Buy,BUY,4758.9,4796.89,59.54,3570.22
367,2026-01-20 19:00:00,2026-01-20,CP95_Donchian12Buy,BUY,4758.9,4797.42,61.4,3631.62
368,2026-01-20 19:00:00,2026-01-20,CP95_Donchian15Buy,BUY,4758.9,4797.77,63.02,3694.64
369,2026-01-20 19:00:00,2026-01-20,CP95_Donchian20Buy,BUY,4758.9,4799.54,61.02,3755.66
370,2026-01-20 19:00:00,2026-01-20,CP95_Donchian3Buy,BUY,4758.9,4796.01,62.21,3817.88
371,2026-01-21 04:00:00,2026-01-21,CP95_PinbarKeltnerBuy,BUY,4836.23,4882.89,66.41,3884.29
372,2026-01-21 05:00:00,2026-01-21,CP95_PinbarKeltnerBuy,BUY,4844.73,4822.28,-31.07,3853.21
373,2026-01-21 05:00:00,2026-01-21,CP95_Donchian5Buy,BUY,4844.73,4822.28,-30.83,3822.39
374,2026-01-21 05:00:00,2026-01-21,CP95_Donchian7Buy,BUY,4844.73,4822.28,-30.58,3791.81
375,2026-01-21 05:00:00,2026-01-21,CP95_Donchian10Buy,BUY,4844.73,4822.28,-30.33,3761.47
376,2026-01-21 05:00:00,2026-01-21,CP95_Donchian12Buy,BUY,4844.73,4822.28,-30.09,3731.38
377,2026-01-21 05:00:00,2026-01-21,CP95_Donchian15Buy,BUY,4844.73,4822.28,-29.85,3701.53
378,2026-01-21 05:00:00,2026-01-21,CP95_Donchian20Buy,BUY,4844.73,4820.06,-29.61,3671.92
379,2026-01-21 05:00:00,2026-01-21,CP95_Donchian3Buy,BUY,4844.73,4822.28,-29.38,3642.54
380,2026-01-21 07:00:00,2026-01-21,CP95_PinbarKeltnerBuy,BUY,4869.87,4846.94,-29.14,3613.4
381,2026-01-26 02:00:00,2026-01-26,CP95_PinbarKeltnerBuy,BUY,5041.57,5094.26,62.94,3676.34
382,2026-01-26 02:00:00,2026-01-26,CP95_Donchian5Buy,BUY,5041.57,5091.86,61.12,3737.47
383,2026-01-26 02:00:00,2026-01-26,CP95_Donchian7Buy,BUY,5041.57,5092.34,62.73,3800.2
384,2026-01-26 02:00:00,2026-01-26,CP95_Donchian10Buy,BUY,5041.57,5093.06,64.69,3864.89
385,2026-01-26 02:00:00,2026-01-26,CP95_Donchian12Buy,BUY,5041.57,5093.78,66.71,3931.6
386,2026-01-26 02:00:00,2026-01-26,CP95_Donchian15Buy,BUY,5041.57,5094.26,68.48,4000.08
387,2026-01-26 02:00:00,2026-01-26,CP95_Donchian20Buy,BUY,5041.57,5096.65,66.28,4066.36
388,2026-01-26 02:00:00,2026-01-26,CP95_Donchian3Buy,BUY,5041.57,5091.86,67.61,4133.97
389,2026-01-26 08:00:00,2026-01-26,CP95_PinbarKeltnerBuy,BUY,5077.47,5049.08,-33.07,4100.9
390,2026-01-28 05:00:00,2026-01-28,CP95_PinbarKeltnerBuy,BUY,5234.86,5304.55,71.61,4172.51
391,2026-01-28 05:00:00,2026-01-28,CP95_Donchian5Buy,BUY,5234.86,5301.39,69.55,4242.06
392,2026-01-28 05:00:00,2026-01-28,CP95_Donchian7Buy,BUY,5234.86,5302.02,71.38,4313.44
393,2026-01-28 05:00:00,2026-01-28,CP95_Donchian10Buy,BUY,5234.86,5302.97,73.61,4387.05
394,2026-01-28 05:00:00,2026-01-28,CP95_Donchian12Buy,BUY,5234.86,5303.92,75.91,4462.96
395,2026-01-28 05:00:00,2026-01-28,CP95_Donchian15Buy,BUY,5234.86,5304.55,77.93,4540.89
396,2026-01-28 05:00:00,2026-01-28,CP95_Donchian20Buy,BUY,5234.86,5307.72,75.42,4616.31
397,2026-01-28 05:00:00,2026-01-28,CP95_Donchian3Buy,BUY,5234.86,5301.39,76.95,4693.25
398,2026-01-28 10:00:00,2026-01-28,CP95_Donchian20Buy,BUY,5293.54,5259.86,-37.55,4655.71
399,2026-01-29 02:00:00,2026-01-29,CP95_PinbarKeltnerBuy,BUY,5520.19,5466.62,-37.25,4618.46
400,2026-01-29 03:00:00,2026-01-29,CP95_PinbarKeltnerBuy,BUY,5545.46,5485.47,-36.95,4581.51
401,2026-02-20 19:00:00,2026-02-20,CP95_PinbarKeltnerBuy,BUY,5072.86,5127.89,79.84,4661.35
402,2026-02-20 19:00:00,2026-02-20,CP95_Donchian5Buy,BUY,5072.86,5125.39,77.54,4738.89
403,2026-02-20 19:00:00,2026-02-20,CP95_Donchian7Buy,BUY,5072.86,5125.89,79.58,4818.46
404,2026-02-20 19:00:00,2026-02-20,CP95_Donchian10Buy,BUY,5072.86,5126.64,82.06,4900.52
405,2026-02-20 19:00:00,2026-02-20,CP95_Donchian12Buy,BUY,5072.86,5127.39,84.62,4985.14
406,2026-02-20 19:00:00,2026-02-20,CP95_Donchian15Buy,BUY,5072.86,5127.89,86.87,5072.01
407,2026-02-20 19:00:00,2026-02-20,CP95_Donchian20Buy,BUY,5072.86,5130.4,84.08,5156.09
408,2026-02-20 19:00:00,2026-02-20,CP95_Donchian3Buy,BUY,5072.86,5125.39,85.77,5241.85
409,2026-04-08 02:00:00,2026-04-08,CP95_PinbarKeltnerBuy,BUY,4833.3,4793.98,-41.93,5199.92
410,2026-04-08 02:00:00,2026-04-08,CP95_Donchian5Buy,BUY,4833.3,4793.98,-41.6,5158.32
411,2026-04-08 02:00:00,2026-04-08,CP95_Donchian7Buy,BUY,4833.3,4793.98,-41.27,5117.05
412,2026-04-08 02:00:00,2026-04-08,CP95_Donchian10Buy,BUY,4833.3,4793.98,-40.94,5076.12
413,2026-04-08 02:00:00,2026-04-08,CP95_Donchian12Buy,BUY,4833.3,4793.98,-40.61,5035.51
414,2026-04-08 02:00:00,2026-04-08,CP95_Donchian15Buy,BUY,4833.3,4793.98,-40.28,4995.22
415,2026-04-08 02:00:00,2026-04-08,CP95_Donchian20Buy,BUY,4833.3,4790.07,-39.96,4955.26
416,2026-04-08 02:00:00,2026-04-08,CP95_Donchian3Buy,BUY,4833.3,4793.98,-39.64,4915.62
417,2026-05-07 15:00:00,2026-05-07,CP95_PinbarKeltnerBuy,BUY,4749.92,4730.52,-39.32,4876.29
418,2026-05-07 15:00:00,2026-05-07,CP95_Donchian3Buy,BUY,4749.92,4730.52,-39.01,4837.28
