horizon_min,events_total,exact_events,exact_pct,mean_in_candle_reversion_atr,median_in_candle_reversion_atr,mean_post_close_reversion_atr,median_post_close_reversion_atr,mean_total_reversion_atr,median_total_reversion_atr,p90_total_reversion_atr,consumption_defined_n,median_consumption_ratio
1,615058,614407,99.89415632346869,0.46146687086697236,0.33208999325349564,0.015064793881165021,0.016523706014372974,0.47637810717878076,0.45020696791935744,1.6177632959893105,438617,0.5909090909089969
3,615058,613362,99.72425364762347,0.46146687086697236,0.33208999325349564,0.03180777807302205,0.06135970042469471,0.49291554469319376,0.5095440464430234,2.228610586212679,402132,0.3877551020409205
5,615058,612351,99.55987890572922,0.46146687086697236,0.33208999325349564,0.03947570937285115,0.0912789487614507,0.5004167940795209,0.5493532614442492,2.6487254176148425,387770,0.3125000000000177
10,615058,609925,99.16544455970005,0.46146687086697236,0.33208999325349564,0.041169617373782885,0.12577439863319984,0.5018378279568151,0.5829939983136498,3.4207647496073394,369301,0.2290076335877611
15,615058,607796,98.81929834259533,0.46146687086697236,0.33208999325349564,0.03978229305381071,0.15838823533530055,0.5004780262889134,0.6181303739378979,4.012301538780987,360323,0.1899999999998272
30,615058,601684,97.82557092176673,0.46146687086697236,0.33208999325349564,0.04709001909559418,0.19370444088005082,0.5079879616489926,0.6544400488825497,5.416323855677516,343754,0.1361148547469319
