id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter,entry_year
75,1870,2018-04-02 11:00:00,1880,2018-04-02 16:00:00,BUY,1332.27,1335.4885714285715,1330.6607142857142,1335.4885714285715,0.1,31.485714285715222,321.8571428571522,1.8749468311356905,TP,2018Q2,2018,10,2018-04-02 11:00:00,2018Q2,2018
76,1883,2018-04-02 17:30:00,1888,2018-04-02 20:00:00,BUY,1336.61,1341.392857142857,1334.2185714285713,1341.392857142857,0.1,47.1285714285721,478.28571428572104,1.914683691236217,TP,2018Q2,2018,5,2018-04-02 17:30:00,2018Q2,2018
77,1907,2018-04-03 06:30:00,1913,2018-04-03 09:30:00,SELL,1338.57,1340.7685714285712,1340.7685714285712,1334.1728571428573,0.1,-22.68571428571313,-219.8571428571313,-1.0,SL,2018Q2,2018,6,2018-04-03 06:30:00,2018Q2,2018
78,1914,2018-04-03 10:00:00,1914,2018-04-03 10:00:00,BUY,1341.31,1339.2582142857143,1339.2582142857143,1345.4135714285712,0.1,-21.217857142856428,-205.17857142856428,-1.0,SL,2018Q2,2018,0,2018-04-03 10:00:00,2018Q2,2018
79,1919,2018-04-03 12:30:00,1924,2018-04-03 15:00:00,SELL,1336.95,1338.965357142857,1338.965357142857,1332.9192857142857,0.1,-20.853571428570557,-201.53571428570558,-1.0,SL,2018Q2,2018,5,2018-04-03 12:30:00,2018Q2,2018
80,1927,2018-04-03 16:30:00,1961,2018-04-04 10:30:00,SELL,1334.15,1337.2314285714288,1337.2314285714288,1327.987142857143,0.1,-31.514285714286597,-308.142857142866,-1.0,SL,2018Q2,2018,34,2018-04-03 16:30:00,2018Q2,2018
81,1962,2018-04-04 11:00:00,1962,2018-04-04 11:00:00,BUY,1339.74,1344.0942857142857,1337.5628571428572,1344.0942857142857,0.1,42.842857142856516,435.4285714285652,1.906547997457087,TP,2018Q2,2018,0,2018-04-04 11:00:00,2018Q2,2018
82,1976,2018-04-04 18:00:00,2006,2018-04-05 10:00:00,SELL,1335.88,1325.4850000000001,1341.0775,1325.4850000000001,0.1,103.24999999999982,1039.4999999999982,1.9601328903654482,TP,2018Q2,2018,30,2018-04-04 18:00:00,2018Q2,2018
83,2010,2018-04-05 12:00:00,2012,2018-04-05 13:00:00,SELL,1326.05,1328.0021428571429,1328.0021428571429,1322.1457142857141,0.1,-20.22142857142917,-195.2142857142917,-1.0,SL,2018Q2,2018,2,2018-04-05 12:00:00,2018Q2,2018
84,2014,2018-04-05 14:00:00,2016,2018-04-05 15:00:00,BUY,1329.94,1327.6053571428572,1327.6053571428572,1334.6092857142858,0.1,-24.04642857142853,-233.46428571428532,-1.0,SL,2018Q2,2018,2,2018-04-05 14:00:00,2018Q2,2018
