quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,139,-526.1500000000001,1969.371428571437,2495.521428571436,0.7891622993190669,-3.7852517985611516
2018Q3,2018,130,216.9500000000006,2183.8571428571468,1966.9071428571453,1.1103000722671932,1.6688461538461585
2018Q4,2018,134,-489.4357142857155,1835.4999999999984,2324.9357142857125,0.789484194647471,-3.6525053304904143
2019Q1,2019,153,-749.1535714285643,1783.4714285714347,2532.6249999999986,0.7041987773837167,-4.896428571428525
2019Q2,2019,144,-3.203571428576538,2371.907142857141,2375.110714285717,0.9986511906963715,-0.022247023809559292
2019Q3,2019,148,-83.86785714285975,4167.978571428566,4251.846428571426,0.9802749561745017,-0.5666747104247281
2019Q4,2019,123,-651.2499999999851,2057.635714285714,2708.8857142856987,0.7595874951218784,-5.29471544715435
2020Q1,2020,135,-1182.3857142857123,5528.521428571432,6710.907142857144,0.8238113433674608,-8.758412698412684
2020Q2,2020,110,104.210714285724,4604.514285714285,4500.303571428561,1.0231563743715724,0.9473701298702182
2020Q3,2020,127,-714.6249999999885,6254.685714285722,6969.310714285712,0.8974611652002902,-5.626968503936918
2020Q4,2020,124,-180.84999999999013,4639.078571428575,4819.928571428564,0.9624786970761295,-1.4584677419354042
2021Q1,2021,128,-172.3999999999972,5180.092857142842,5352.492857142839,0.967790709002081,-1.346874999999978
2021Q2,2021,130,-938.6071428571414,3649.249999999999,4587.857142857141,0.7954149151486845,-7.220054945054934
2021Q3,2021,120,-1073.3535714285595,2828.142857142863,3901.496428571421,0.7248866964049537,-8.944613095237996
2021Q4,2021,124,57.21071428570974,3675.5857142857208,3618.37500000001,1.0158111622719344,0.4613767281105624
2022Q1,2022,144,-1320.6857142857016,5319.350000000004,6640.0357142857065,0.801102618854246,-9.171428571428484
2022Q2,2022,115,-111.47500000000292,4199.807142857133,4311.282142857135,0.9741434226974237,-0.9693478260869819
2022Q3,2022,125,-1378.217857142863,3412.535714285714,4790.753571428577,0.7123171048992434,-11.025742857142905
2022Q4,2022,128,-802.4642857142719,3818.257142857149,4620.721428571421,0.8263335502650355,-6.269252232142749
2023Q1,2023,139,639.5214285714568,5369.678571428583,4730.157142857127,1.1352008842956052,4.600873586845013
2023Q2,2023,126,356.8035714285699,4544.700000000006,4187.896428571436,1.085198757303146,2.8317743764172216
2023Q3,2023,121,737.3428571428672,3489.678571428574,2752.335714285705,1.2678971367176501,6.093742621015431
2023Q4,2023,124,852.6892857142715,4445.39999999999,3592.710714285716,1.237338698694476,6.876526497695738
2024Q1,2024,134,-679.0357142857022,3810.5571428571575,4489.592857142857,0.8487533868009064,-5.067430703624643
2024Q2,2024,137,-293.9750000000208,6481.321428571437,6775.296428571458,0.9566107545110015,-2.1458029197081814
2024Q3,2024,147,-1343.4749999999985,6004.049999999999,7347.524999999997,0.8171527146896407,-9.139285714285704
2024Q4,2024,151,-1093.1821428571518,6455.3285714285685,7548.5107142857205,0.8551790963496573,-7.239616840113588
2025Q1,2025,140,-1049.5999999999983,6540.59285714286,7590.19285714286,0.861716293675956,-7.497142857142845
2025Q2,2025,149,1640.7464285714454,15342.099999999988,13701.35357142855,1.1197506815671765,11.011720997123795
2025Q3,2025,143,-1285.2285714285763,7910.578571428572,9195.80714285715,0.8602375461487489,-8.98761238761242
2025Q4,2025,145,-2017.3642857143245,16531.592857142867,18548.957142857198,0.8912410940314682,-13.91285714285741
2026Q1,2026,147,1342.0178571428733,37177.20714285711,35835.18928571422,1.0374497214579492,9.129373177842675
2026Q2,2026,138,775.8535714285779,21305.07857142859,20529.22500000001,1.037792638125822,5.622127329192593
