quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,67,-596.1178571428668,848.6142857142817,1444.7321428571488,0.587385204869904,-8.897281449893534
2018Q3,2018,67,-231.96250000000146,1063.841071428572,1295.8035714285734,0.8209894577275537,-3.4621268656716637
2018Q4,2018,64,233.867857142866,1246.2642857142896,1012.3964285714239,1.231004229709574,3.6541852678572813
2019Q1,2019,62,-197.3589285714305,879.2910714285688,1076.6499999999996,0.8166916559964418,-3.1832085253456532
2019Q2,2019,70,590.2249999999963,1770.6107142857177,1180.3857142857214,1.5000272308083253,8.431785714285661
2019Q3,2019,69,-719.1910714285709,1888.2517857142836,2607.4428571428534,0.7241776288755817,-10.423059006211172
2019Q4,2019,67,-488.59642857142666,1153.2285714285708,1641.8249999999973,0.7024065119172705,-7.292484008528756
2020Q1,2020,73,-1196.70892857143,2819.7982142857154,4016.507142857144,0.7020523340286782,-16.39327299412918
2020Q2,2020,66,-1.4357142857021472,2993.935714285722,2995.3714285714236,0.9995206890631302,-0.021753246753062838
2020Q3,2020,75,-833.4053571428649,3376.8803571428625,4210.285714285726,0.8020549165309437,-11.112071428571532
2020Q4,2020,67,-302.7232142857104,2609.687500000007,2912.4107142857165,0.8960575124927206,-4.518256929637469
2021Q1,2021,67,-242.66071428570882,2759.4000000000033,3002.0607142857116,0.9191686186988243,-3.621801705756848
2021Q2,2021,68,-614.9053571428456,1876.569642857146,2491.474999999991,0.7531962563771071,-9.042725840335963
2021Q3,2021,77,99.35357142857478,2516.3500000000076,2416.9964285714304,1.0411062135856362,1.290306122449023
2021Q4,2021,71,-642.9821428571472,1922.346428571425,2565.3285714285707,0.7493568075378803,-9.05608651911475
2022Q1,2022,64,-1153.1767857142925,1893.669642857141,3046.846428571434,0.6215179160654384,-18.01838727678582
2022Q2,2022,70,-1138.4982142857134,2234.5517857142827,3373.0499999999956,0.6624721796932407,-16.26426020408162
2022Q3,2022,68,345.17857142858253,2802.7607142857214,2457.582142857137,1.140454540830642,5.076155462185037
2022Q4,2022,56,610.5946428571345,2597.905357142854,1987.310714285719,1.3072466919580794,10.903475765305974
2023Q1,2023,63,-213.57321428570128,2361.4267857142872,2574.9999999999873,0.9170589459084656,-3.390051020407957
2023Q2,2023,71,-1029.4571428571385,2161.4964285714327,3190.953571428569,0.6773826005884959,-14.499396378269555
2023Q3,2023,72,-9.016071428577845,1972.2982142857124,1981.3142857142905,0.9954494491390963,-0.1252232142858034
2023Q4,2023,62,605.9196428571377,2721.2839285714244,2115.364285714286,1.2864374930356453,9.772897465437705
2024Q1,2024,62,147.41607142856458,2295.498214285713,2148.0821428571476,1.0686268315756717,2.377678571428461
2024Q2,2024,84,-561.5375000000076,4103.751785714288,4665.289285714293,0.8796350096189096,-6.684970238095329
2024Q3,2024,73,-589.3803571428574,3410.7410714285807,4000.121428571436,0.8526593835544286,-8.073703522504896
2024Q4,2024,62,1656.507142857146,4646.485714285713,2989.9785714285645,1.5540197373607583,26.71785714285719
2025Q1,2025,75,-318.6321428571046,3923.4392857142902,4242.071428571393,0.9248876054488293,-4.248428571428062
2025Q2,2025,72,2831.0839285714237,9042.52678571429,6211.442857142864,1.455785232784652,39.32061011904755
2025Q3,2025,78,451.77857142855925,5666.114285714278,5214.335714285717,1.0866416349432246,5.792032967032811
2025Q4,2025,80,704.5892857143092,11279.364285714319,10574.775000000016,1.066629246079874,8.807366071428865
2026Q1,2026,64,3197.7410714285134,18558.587499999954,15360.846428571445,1.208174795985243,49.96470424107052
2026Q2,2026,60,-1221.3803571428234,9279.66250000004,10501.042857142866,0.8836896131404667,-20.356339285713723
