window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,4,-1954.1071428571654,0.8225981116903985,False,False
2018Q3->2019Q2,4,-587.3607142857201,0.9439675923007865,False,False
2018Q4->2019Q3,4,-235.22857142856998,0.9814450880079336,False,False
2019Q1->2019Q4,4,-928.5785714285489,0.9300446688259397,False,False
2019Q2->2020Q1,4,-1808.5142857142366,0.8983137705658087,False,False
2019Q3->2020Q2,4,-1295.185714285671,0.9364786768160118,False,False
2019Q4->2020Q3,4,-1297.8607142856822,0.9425152407749016,False,False
2020Q1->2020Q4,4,-1021.9857142856969,0.9605376748014036,False,False
2020Q2->2021Q1,4,788.5785714285678,1.0326178256575278,True,False
2020Q3->2021Q2,4,-1374.142857142845,0.9435372981666795,False,False
2020Q4->2021Q3,4,-2078.9964285714113,0.9047832700129768,False,False
2021Q1->2021Q4,4,-1385.0964285714092,0.9291068246291126,False,False
2021Q2->2022Q1,4,-1505.5999999999672,0.9274235754934761,False,False
2021Q3->2022Q2,4,-439.67857142857156,0.9789376183272658,False,False
2021Q4->2022Q3,4,-922.0571428571378,0.9578564400105256,False,False
2022Q1->2022Q4,4,-1556.4107142857208,0.9329928094832095,False,False
2022Q2->2023Q1,4,-2780.214285714272,0.8795785698551344,False,False
2022Q3->2023Q2,4,-2414.3464285713853,0.8940492436074213,False,False
2022Q4->2023Q3,4,-2166.5107142856755,0.8980892543678773,False,False
2023Q1->2023Q4,4,-669.8321428570933,0.9668162726644971,False,False
2023Q2->2024Q1,4,-255.37857142856524,0.9865205198910275,False,False
2023Q3->2024Q2,4,-333.6321428571575,0.9849685241213694,False,False
2023Q4->2024Q3,4,-1949.900000000012,0.9273637654852157,False,False
2024Q1->2024Q4,4,-3513.353571428597,0.8872853858240028,False,False
2024Q2->2025Q1,4,-3930.982142857189,0.8877713236014597,False,False
2024Q3->2025Q2,4,1714.089285714233,1.0418194085029804,True,False
2024Q4->2025Q3,4,3052.4357142856516,1.070171339244148,True,False
2025Q1->2025Q4,4,8284.821428571377,1.1513435865745325,True,False
2025Q2->2026Q1,4,17531.685714285653,1.2319774263869498,True,True
2025Q3->2026Q2,4,12208.803571428489,1.1432305354790289,True,False
