id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter,entry_year
84,1883,2018-04-02 17:30:00,1888,2018-04-02 20:00:00,BUY,1336.61,1341.392857142857,1334.2185714285713,1341.392857142857,0.1,47.1285714285721,478.28571428572104,1.914683691236217,TP,2018Q2,2018,5,2018-04-02 17:30:00,2018Q2,2018
85,1902,2018-04-03 04:00:00,1926,2018-04-03 16:00:00,SELL,1340.68,1335.3314285714287,1343.3542857142857,1335.3314285714287,0.1,52.785714285714036,534.8571428571404,1.9234773555440667,TP,2018Q2,2018,24,2018-04-03 04:00:00,2018Q2,2018
86,1927,2018-04-03 16:30:00,1961,2018-04-04 10:30:00,SELL,1334.15,1337.2314285714288,1337.2314285714288,1327.987142857143,0.1,-31.514285714286597,-308.142857142866,-1.0,SL,2018Q2,2018,34,2018-04-03 16:30:00,2018Q2,2018
87,1976,2018-04-04 18:00:00,2006,2018-04-05 10:00:00,SELL,1335.88,1325.4850000000001,1341.0775,1325.4850000000001,0.1,103.24999999999982,1039.4999999999982,1.9601328903654482,TP,2018Q2,2018,30,2018-04-04 18:00:00,2018Q2,2018
88,2019,2018-04-05 16:30:00,2019,2018-04-05 16:30:00,SELL,1323.13,1326.2007142857144,1326.2007142857144,1316.9885714285715,0.1,-31.407142857143025,-307.07142857143026,-1.0,SL,2018Q2,2018,0,2018-04-05 16:30:00,2018Q2,2018
89,2026,2018-04-05 20:00:00,2035,2018-04-06 01:30:00,SELL,1324.79,1328.9535714285714,1328.9535714285714,1316.462857142857,0.1,-42.33571428571459,-416.35714285714585,-1.0,SL,2018Q2,2018,9,2018-04-05 20:00:00,2018Q2,2018
90,2049,2018-04-06 08:30:00,2052,2018-04-06 10:00:00,SELL,1327.86,1323.0985714285714,1330.2407142857141,1323.0985714285714,0.1,46.91428571428496,476.1428571428496,1.9143106965899142,TP,2018Q2,2018,3,2018-04-06 08:30:00,2018Q2,2018
91,2065,2018-04-06 16:30:00,2065,2018-04-06 16:30:00,BUY,1334.83,1330.0846428571429,1330.0846428571429,1344.3207142857143,0.1,-48.15357142857074,-474.5357142857074,-1.0,SL,2018Q2,2018,0,2018-04-06 16:30:00,2018Q2,2018
92,2101,2018-04-09 11:30:00,2108,2018-04-09 15:00:00,SELL,1329.2,1331.0225,1331.0225,1325.555,0.1,-18.92499999999991,-182.2499999999991,-1.0,SL,2018Q2,2018,7,2018-04-09 11:30:00,2018Q2,2018
93,2111,2018-04-09 16:30:00,2140,2018-04-10 08:00:00,BUY,1333.7,1331.1553571428572,1331.1553571428572,1338.7892857142858,0.1,-26.146428571428896,-254.46428571428896,-1.0,SL,2018Q2,2018,29,2018-04-09 16:30:00,2018Q2,2018
