window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2020Q1,8,-3031.764285714248,0.8772127961110522,False,False
2018Q3->2020Q2,8,-1232.7428571428177,0.9525222225401168,False,False
2018Q4->2020Q3,8,-2365.8749999999645,0.9234342447822619,False,False
2019Q1->2020Q4,8,-2051.878571428532,0.9386142557638565,False,False
2019Q2->2021Q1,8,-1573.882142857118,0.956540467915279,False,False
2019Q3->2021Q2,8,-2620.2607142856814,0.9316534829826569,False,False
2019Q4->2021Q3,8,-3007.264285714258,0.9213055572481765,False,False
2020Q1->2021Q4,8,-3111.4464285714103,0.9213024300806552,False,False
2020Q2->2022Q1,8,-2822.9464285713875,0.9281593459653407,False,False
2020Q3->2022Q2,8,-3821.4071428571133,0.9043453898152845,False,False
2020Q4->2022Q3,8,-4044.7321428570913,0.8926141907901721,False,False
2021Q1->2022Q4,8,-4256.385714285671,0.885279690123059,False,False
2021Q2->2023Q1,8,-4641.439285714216,0.8746979660063596,False,False
2021Q3->2023Q2,8,-5127.185714285683,0.8635038671362548,False,False
2021Q4->2023Q3,8,-5293.314285714252,0.8576017751931827,False,False
2022Q1->2023Q4,8,-3934.9785714285395,0.893822985049371,False,False
2022Q2->2024Q1,8,-3952.8285714285603,0.8896756252540582,False,False
2022Q3->2024Q2,8,-3886.7571428570873,0.8969884786781731,False,False
2022Q4->2024Q3,8,-4063.9928571428045,0.8994274908338092,False,False
2023Q1->2024Q4,8,-2937.1535714285174,0.9313012132592532,False,False
2023Q2->2025Q1,8,-3616.099999999984,0.9197613066322208,False,False
2023Q3->2025Q2,8,-2534.028571428569,0.9538501564935049,False,False
2023Q4->2025Q3,8,-3674.764285714292,0.9401736644905305,False,False
2024Q1->2025Q4,8,-2112.6107142857245,0.9721130702702013,False,False
2024Q2->2026Q1,8,1978.342857142837,1.019535187961153,True,False
2024Q3->2026Q2,8,2336.692857142809,1.0205066185445615,True,False
