window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2020Q1,8,-2687.0285714285565,0.8243732819409595,False,False
2018Q3->2020Q2,8,-1882.371428571401,0.8876597616715239,False,False
2018Q4->2020Q3,8,-1265.0857142856946,0.934457145056384,False,False
2019Q1->2020Q4,8,-2260.9285714285675,0.8961538234408315,False,False
2019Q2->2021Q1,8,-1980.1285714285727,0.9167972752576807,False,False
2019Q3->2021Q2,8,-3167.1571428571374,0.8731454689333689,False,False
2019Q4->2021Q3,8,-2348.1857142857125,0.9062359887053996,False,False
2020Q1->2021Q4,8,-2577.971428571421,0.9013370977935925,False,False
2020Q2->2022Q1,8,-2645.485714285718,0.8945309696812992,False,False
2020Q3->2022Q2,8,-4926.942857142855,0.810974968101759,False,False
2020Q4->2022Q3,8,-4034.6857142856993,0.8340338010953633,False,False
2021Q1->2022Q4,8,-2560.342857142842,0.8875198241728456,False,False
2021Q2->2023Q1,8,-2153.1571428571197,0.9029036586756424,False,False
2021Q3->2023Q2,8,-2476.2857142856983,0.8926798945992005,False,False
2021Q4->2023Q3,8,-2527.3142857142666,0.8862674532902102,False,False
2022Q1->2023Q4,8,-581.1999999999782,0.9724433902134897,False,False
2022Q2->2024Q1,8,231.1285714286007,1.0112496740660921,True,False
2022Q3->2024Q2,8,1471.4428571428557,1.0673286600288665,True,False
2022Q4->2024Q3,8,-440.71428571430715,0.9817866338097928,False,False
2023Q1->2024Q4,8,580.314285714237,1.022957442094934,True,False
2023Q2->2025Q1,8,-623.5142857143112,0.9774795297769566,False,False
2023Q3->2025Q2,8,3556.6714285714006,1.1152711453358994,True,False
2023Q4->2025Q3,8,5176.65714285713,1.1544994732284506,True,False
2024Q1->2025Q4,8,5141.94285714287,1.1199080008848121,True,False
2024Q2->2026Q1,8,8572.228571428548,1.1524005932909354,True,False
2024Q3->2026Q2,8,6788.399999999978,1.10720681737065,True,False
