quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,149,-837.8964285714296,1860.6142857142781,2698.510714285706,0.6894967197515025,-5.623465963566642
2018Q3,2018,143,98.03928571428261,2264.5714285714257,2166.532142857141,1.0452517106831354,0.6855894105893889
2018Q4,2018,138,-452.38928571428403,1855.4071428571353,2307.7964285714183,0.8039734873867004,-3.2781832298136524
2019Q1,2019,141,-341.0464285714273,1849.1214285714248,2190.1678571428515,0.8442829724401428,-2.4187689969604773
2019Q2,2019,154,184.76071428573704,2738.7928571428597,2554.0321428571206,1.0723407944580732,1.1997448979593315
2019Q3,2019,144,142.62857142858275,4026.235714285726,3883.6071428571413,1.036725797997079,0.9904761904762691
2019Q4,2019,135,-851.2678571428428,1959.600000000006,2810.867857142848,0.6971512357012304,-6.305687830687725
2020Q1,2020,130,-974.5928571428667,5105.099999999996,6079.692857142862,0.8396970241682779,-7.496868131868205
2020Q2,2020,105,961.1250000000007,4933.057142857142,3971.93214285714,1.2419792094707423,9.153571428571436
2020Q3,2020,131,-1035.092857142864,6066.721428571432,7101.8142857142975,0.8542495177288691,-7.901472191930259
2020Q4,2020,133,-138.39285714285154,4695.471428571432,4833.864285714283,0.971370140127465,-1.040547798066553
2021Q1,2021,124,136.94999999998652,5116.028571428565,4979.078571428578,1.0275050891516047,1.104435483870859
2021Q2,2021,140,-861.6178571428262,3815.4071428571565,4677.024999999983,0.8157765123892154,-6.154413265305902
2021Q3,2021,130,-244.3749999999942,3515.7928571428665,3760.1678571428583,0.9350095502955342,-1.8798076923076477
2021Q4,2021,130,-955.4499999999947,3177.7285714285704,4133.178571428564,0.7688340865297386,-7.349615384615344
2022Q1,2022,139,-686.092857142844,5151.400000000004,5837.492857142849,0.8824678892234822,-4.9359198355600284
2022Q2,2022,122,-37.33571428572512,4590.099999999998,4627.435714285722,0.9919316622442832,-0.30603044496495996
2022Q3,2022,139,-1258.4178571428424,3558.764285714292,4817.182142857132,0.7387647342733741,-9.053365878725485
2022Q4,2022,132,-350.04642857143125,3920.678571428567,4270.7249999999985,0.9180358303165314,-2.651866883116903
2023Q1,2023,136,-248.10357142855776,4670.700000000004,4918.8035714285625,0.9495601790505122,-1.8242909663864542
2023Q2,2023,138,-1347.3642857142945,3850.514285714279,5197.878571428574,0.7407857326409246,-9.76350931677025
2023Q3,2023,140,-410.50357142856285,2959.4142857142933,3369.9178571428547,0.87818588202129,-2.9321683673468777
2023Q4,2023,130,402.88571428571834,4424.000000000005,4021.114285714284,1.100192555013182,3.0991208791209104
2024Q1,2024,142,-703.9428571428648,3902.1499999999974,4606.092857142861,0.8471713708395544,-4.957344064386372
2024Q2,2024,138,28.735714285747747,6558.307142857169,6529.571428571421,1.004400857636691,0.20822981366483875
2024Q3,2024,148,-1435.6535714285596,6058.828571428584,7494.482142857142,0.8084385893431137,-9.70036196911189
2024Q4,2024,145,776.7928571428563,7393.01428571427,6616.221428571414,1.1174073246382539,5.357192118226595
2025Q1,2025,140,-927.0500000000243,6304.457142857137,7231.507142857162,0.8718040400588267,-6.621785714285887
2025Q2,2025,164,-265.2928571428803,14774.514285714267,15039.807142857151,0.9823606210755914,-1.6176393728224407
2025Q3,2025,151,-1551.239285714285,8333.821428571431,9885.060714285719,0.8430723563010125,-10.273107852412483
2025Q4,2025,157,1965.0392857142854,20318.600000000002,18353.560714285715,1.1070658340528319,12.516173794358506
2026Q1,2026,132,3387.010714285697,33507.53571428569,30120.524999999994,1.1124485949127942,25.659172077921944
2026Q2,2026,129,387.08571428571963,19594.14999999999,19207.06428571427,1.0201532992511315,3.000664451827284
