id,entry_bar,entry_time,exit_bar,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_usd,pnl_pts,pnl_r,exit_reason,quarter,year,holding_bars,entry_dt,entry_quarter,entry_year
80,1873,2018-04-02 12:30:00,1877,2018-04-02 14:30:00,BUY,1331.8,1334.5042857142857,1330.4478571428572,1334.5042857142857,0.1,26.342857142857884,270.42857142857883,1.8523355097942253,TP,2018Q2,2018,4,2018-04-02 12:30:00,2018Q2,2018
81,1883,2018-04-02 17:30:00,1888,2018-04-02 20:00:00,BUY,1336.61,1341.392857142857,1334.2185714285713,1341.392857142857,0.1,47.1285714285721,478.28571428572104,1.914683691236217,TP,2018Q2,2018,5,2018-04-02 17:30:00,2018Q2,2018
82,1902,2018-04-03 04:00:00,1926,2018-04-03 16:00:00,SELL,1340.68,1335.3314285714287,1343.3542857142857,1335.3314285714287,0.1,52.785714285714036,534.8571428571404,1.9234773555440667,TP,2018Q2,2018,24,2018-04-03 04:00:00,2018Q2,2018
83,1927,2018-04-03 16:30:00,1961,2018-04-04 10:30:00,SELL,1334.15,1337.2314285714288,1337.2314285714288,1327.987142857143,0.1,-31.514285714286597,-308.142857142866,-1.0,SL,2018Q2,2018,34,2018-04-03 16:30:00,2018Q2,2018
84,1977,2018-04-04 18:30:00,2006,2018-04-05 10:00:00,SELL,1335.37,1325.4485714285713,1340.330714285714,1325.4485714285713,0.1,98.51428571428578,992.1428571428578,1.9582564248190133,TP,2018Q2,2018,29,2018-04-04 18:30:00,2018Q2,2018
85,2035,2018-04-06 01:30:00,2037,2018-04-06 02:30:00,BUY,1327.8,1332.06,1325.67,1332.06,0.1,41.899999999999906,425.9999999999991,1.9045454545455527,TP,2018Q2,2018,2,2018-04-06 01:30:00,2018Q2,2018
86,2049,2018-04-06 08:30:00,2052,2018-04-06 10:00:00,SELL,1327.86,1323.0985714285714,1330.2407142857141,1323.0985714285714,0.1,46.91428571428496,476.1428571428496,1.9143106965899142,TP,2018Q2,2018,3,2018-04-06 08:30:00,2018Q2,2018
87,2065,2018-04-06 16:30:00,2065,2018-04-06 16:30:00,BUY,1334.83,1330.0846428571429,1330.0846428571429,1344.3207142857143,0.1,-48.15357142857074,-474.5357142857074,-1.0,SL,2018Q2,2018,0,2018-04-06 16:30:00,2018Q2,2018
88,2071,2018-04-06 19:30:00,2104,2018-04-09 13:00:00,BUY,1331.91,1326.9525,1326.9525,1341.825,0.1,-50.27499999999982,-495.7499999999982,-1.0,SL,2018Q2,2018,33,2018-04-06 19:30:00,2018Q2,2018
89,2111,2018-04-09 16:30:00,2140,2018-04-10 08:00:00,BUY,1333.7,1331.1553571428572,1331.1553571428572,1338.7892857142858,0.1,-26.146428571428896,-254.46428571428896,-1.0,SL,2018Q2,2018,29,2018-04-09 16:30:00,2018Q2,2018
90,2141,2018-04-10 08:30:00,2143,2018-04-10 09:30:00,SELL,1331.49,1333.610357142857,1333.610357142857,1327.2492857142856,0.1,-21.90357142857074,-212.0357142857074,-1.0,SL,2018Q2,2018,2,2018-04-10 08:30:00,2018Q2,2018
91,2153,2018-04-10 14:30:00,2188,2018-04-11 09:00:00,BUY,1337.3,1342.6914285714286,1334.6042857142857,1342.6914285714286,0.1,53.21428571428605,539.1428571428605,1.9240702479338847,TP,2018Q2,2018,35,2018-04-10 14:30:00,2018Q2,2018
92,2189,2018-04-11 09:30:00,2192,2018-04-11 11:00:00,BUY,1345.05,1343.2339285714286,1343.2339285714286,1348.682142857143,0.1,-18.860714285713765,-181.60714285713766,-1.0,SL,2018Q2,2018,3,2018-04-11 09:30:00,2018Q2,2018
93,2219,2018-04-12 01:30:00,2246,2018-04-12 15:00:00,SELL,1352.8,1341.0807142857143,1358.659642857143,1341.0807142857143,0.1,116.49285714285661,1171.928571428566,1.964584713605937,TP,2018Q2,2018,27,2018-04-12 01:30:00,2018Q2,2018
