quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,173,-1310.353571428583,2084.014285714282,3394.3678571428645,0.6139624146301148,-7.574298100743255
2018Q3,2018,156,138.13928571429022,2560.3714285714323,2422.2321428571404,1.0570297467654566,0.8855082417582707
2018Q4,2018,157,-539.8642857142863,2201.935714285711,2741.7999999999956,0.8030985900815941,-3.4386260236578745
2019Q1,2019,157,-242.02857142858636,2214.7142857142703,2456.742857142855,0.9014839625055187,-1.5415832575069195
2019Q2,2019,167,56.392857142862454,2918.1357142857137,2861.7428571428495,1.0197057737043385,0.33768177929857757
2019Q3,2019,169,490.27142857144025,5107.414285714293,4617.142857142853,1.1061850247524778,2.9010143702452087
2019Q4,2019,148,-1233.2142857142653,2105.0357142857106,3338.2499999999736,0.6305806078890818,-8.332528957528819
2020Q1,2020,141,-1121.964285714274,5846.14285714286,6968.107142857132,0.8389857872859524,-7.957193515704071
2020Q2,2020,131,569.7214285714279,6036.000000000003,5466.2785714285765,1.1042247337245628,4.34901853871319
2020Q3,2020,141,487.5964285714293,7292.435714285724,6804.839285714297,1.0716543636225266,3.458130699088151
2020Q4,2020,170,-957.3392857142801,5701.192857142865,6658.532142857146,0.8562236743512226,-5.631407563025177
2021Q1,2021,135,688.5999999999908,5935.257142857136,5246.657142857147,1.1312454733081723,5.100740740740672
2021Q2,2021,159,-1592.9999999999852,4034.150000000009,5627.149999999994,0.7169082039753718,-10.018867924528209
2021Q3,2021,148,-217.25714285713673,4084.7642857142955,4302.021428571431,0.9494988236427079,-1.4679536679536265
2021Q4,2021,143,-263.4392857142782,4098.528571428572,4361.9678571428485,0.9396054041794721,-1.8422327672327146
2022Q1,2022,156,568.0964285714332,7021.985714285708,6453.889285714276,1.088023888142754,3.6416437728938025
2022Q2,2022,150,-527.0785714285898,5230.107142857131,5757.1857142857225,0.9084485723431306,-3.513857142857266
2022Q3,2022,154,-699.635714285703,4606.27857142857,5305.914285714272,0.8681404039696962,-4.543089053803266
2022Q4,2022,162,-897.7928571428612,4812.7357142857145,5710.528571428577,0.8427828797434305,-5.541931216931242
2023Q1,2023,172,-655.707142857118,5658.035714285722,6313.742857142843,0.8961460487553261,-3.8122508305646394
2023Q2,2023,157,-161.210714285703,5296.042857142863,5457.253571428568,0.970459368952595,-1.0268198362146688
2023Q3,2023,153,-451.7999999999934,3325.5785714285776,3777.3785714285686,0.8803932432355794,-2.9529411764705453
2023Q4,2023,153,598.8857142857211,5236.071428571431,4637.185714285711,1.1291485291263497,3.9142857142857586
2024Q1,2024,168,-241.2535714285899,4832.657142857136,5073.910714285724,0.952452144900908,-1.4360331632654162
2024Q2,2024,174,-239.46428571429522,8467.628571428579,8707.09285714288,0.972497791209628,-1.3762315270936507
2024Q3,2024,157,-2068.067857142848,6358.471428571448,8426.539285714298,0.7545768450105144,-13.172406733393936
2024Q4,2024,178,-964.5678571428646,7998.235714285713,8962.80357142858,0.8923810112030465,-5.41892054574643
2025Q1,2025,167,-658.8821428571814,8271.221428571434,8930.103571428617,0.9262178610150458,-3.9454020530370144
2025Q2,2025,179,5405.607142857127,20074.049999999977,14668.442857142854,1.3685194942300807,30.198922585794005
2025Q3,2025,175,-729.721428571429,10208.678571428563,10938.399999999998,0.933288101681102,-4.16983673469388
2025Q4,2025,169,4267.81785714286,24472.678571428598,20204.860714285733,1.2112272842408327,25.25336010143704
2026Q1,2026,135,8587.982142857098,38351.2428571428,29763.260714285694,1.2885430539784597,63.61468253968221
2026Q2,2026,162,82.72499999996091,24415.035714285703,24332.31071428574,1.0033998004123543,0.5106481481479069
