year,trades,net_pnl_usd,pf,expectancy_usd,is_complete_calendar_year
2018,486,-1712.078571428579,0.7999534292124024,-3.5227954144620965,False
2019,641,-928.5785714285485,0.9300446688259395,-1.4486405170492176,True
2020,583,-1021.9857142856972,0.9605376748014034,-1.7529772114677482,True
2021,585,-1385.096428571409,0.9291068246291121,-2.367686202686169,True
2022,622,-1556.410714285721,0.9329928094832091,-2.5022680293982655,True
2023,635,-669.8321428570936,0.9668162726644969,-1.0548537682788874,True
2024,677,-3513.353571428597,0.8872853858240027,-5.189591686009745,True
2025,690,8284.821428571373,1.151343586574533,12.006987577639672,True
2026,297,8670.707142857058,1.1602849718355597,29.19430014429986,False
