quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,56,-718.8714285714371,830.1714285714264,1549.0428571428638,0.5359254101611096,-12.836989795918521
2018Q3,2018,56,-551.6857142857127,929.8428571428589,1481.528571428572,0.6276239790949512,-9.85153061224487
2018Q4,2018,53,297.10000000001895,1426.4571428571464,1129.3571428571277,1.2630700145468547,5.6056603773588485
2019Q1,2019,47,-120.52142857142636,925.4357142857185,1045.9571428571453,0.8847740278896997,-2.564285714285667
2019Q2,2019,63,434.9428571428583,1867.3714285714345,1432.4285714285766,1.30364017153685,6.903854875283465
2019Q3,2019,56,-563.8071428571463,2142.435714285714,2706.24285714286,0.7916642472167518,-10.067984693877614
2019Q4,2019,58,-463.8428571428614,1436.699999999993,1900.5428571428542,0.7559419113336014,-7.997290640394162
2020Q1,2020,59,-1185.2142857142792,3038.9714285714335,4224.1857142857125,0.7194218327792692,-20.088377723970833
2020Q2,2020,53,-575.8071428571288,2658.0214285714337,3233.8285714285603,0.8219425890585286,-10.86428571428545
2020Q3,2020,56,754.9500000000022,4351.664285714293,3596.7142857142894,1.2098999086467817,13.48125000000004
2020Q4,2020,59,-296.74285714285685,3003.9285714285766,3300.671428571433,0.9100962141901868,-5.029539951573845
2021Q1,2021,56,295.84999999999434,3359.492857142855,3063.6428571428587,1.0965680445781154,5.283035714285613
2021Q2,2021,55,-161.82857142856702,2337.7000000000025,2499.5285714285683,0.9352563626283835,-2.9423376623375823
2021Q3,2021,58,316.1142857142836,2571.4142857142865,2255.3000000000025,1.1401650714824119,5.450246305418682
2021Q4,2021,65,-881.2428571428568,2228.5714285714284,3109.814285714285,0.7166252463399286,-13.557582417582411
2022Q1,2022,54,-723.8357142857176,2394.121428571433,3117.9571428571494,0.7678493702378387,-13.40436507936514
2022Q2,2022,57,-1445.5857142857028,2317.442857142862,3763.0285714285637,0.6158451399328834,-25.361152882205314
2022Q3,2022,53,937.2357142857165,3211.1928571428552,2273.9571428571376,1.4121606764796446,17.68369272237201
2022Q4,2022,46,1212.407142857146,3167.5071428571396,1955.099999999993,1.6201253863521818,26.356677018633608
2023Q1,2023,53,641.8642857142895,3237.992857142859,2596.1285714285686,1.2472390207396749,12.110646900269613
2023Q2,2023,59,-779.271428571434,2541.728571428571,3321.0000000000036,0.7653503677893911,-13.207990314770067
2023Q3,2023,56,-57.43571428571312,1757.150000000003,1814.5857142857164,0.9683477535210718,-1.02563775510202
2023Q4,2023,48,987.8285714285689,3007.0571428571384,2019.2285714285692,1.489210872610473,20.579761904761853
2024Q1,2024,53,-102.93571428570385,2493.235714285725,2596.171428571428,0.9603509563533158,-1.9421832884095067
2024Q2,2024,68,-735.7928571428899,4472.792857142855,5208.585714285744,0.8587346167454232,-10.820483193277793
2024Q3,2024,63,-288.81428571431223,4113.414285714271,4402.228571428582,0.934393618816438,-4.5843537414970195
2024Q4,2024,46,531.4785714285451,3652.2071428571226,3120.7285714285763,1.1703059267295557,11.553881987577068
2025Q1,2025,64,-460.94999999997026,4423.735714285729,4884.685714285698,0.9056336421702875,-7.202343749999535
2025Q2,2025,58,3185.178571428582,9843.52142857144,6658.3428571428585,1.4783740699101462,54.91687192118245
2025Q3,2025,56,2097.949999999997,6369.778571428564,4271.828571428565,1.4911128723731562,37.46339285714281
2025Q4,2025,63,-657.4357142856958,11288.207142857169,11945.64285714287,0.9449643922769223,-10.435487528344378
2026Q1,2026,53,698.0642857142537,17590.864285714248,16892.799999999992,1.0413231841799024,13.171024258759505
2026Q2,2026,51,-3043.7071428571326,8994.607142857161,12038.314285714298,0.7471650041178056,-59.680532212884955
