window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2019Q1,4,-256.07142857143737,0.9012698596296965,False,False
2018Q3->2019Q2,4,-109.61428571428604,0.9582096543160117,False,False
2018Q4->2019Q3,4,-382.6982142857116,0.8791006634172766,False,False
2019Q1->2019Q4,4,-494.398214285697,0.850328629056241,False,False
2019Q2->2020Q1,4,-178.15892857140545,0.9550555673182235,False,False
2019Q3->2020Q2,4,-640.3660714285529,0.8653013436623433,False,False
2019Q4->2020Q3,4,-1085.1249999999839,0.8130519960768847,False,False
2020Q1->2020Q4,4,-870.1839285714235,0.8656459349667471,False,False
2020Q2->2021Q1,4,-687.0107142857158,0.8974540360184678,False,False
2020Q3->2021Q2,4,-508.203571428568,0.9192664037899638,False,False
2020Q4->2021Q3,4,-8.967857142848857,0.9982430988629485,False,False
2021Q1->2021Q4,4,-92.39285714284777,0.9801495040828966,False,False
2021Q2->2022Q1,4,-539.0982142857055,0.8855523677670114,False,False
2021Q3->2022Q2,4,-403.81785714284655,0.9223078223322858,False,False
2021Q4->2022Q3,4,-460.34285714285505,0.9185529397045575,False,False
2022Q1->2022Q4,4,-848.5839285714254,0.8569535159958657,False,False
2022Q2->2023Q1,4,-712.7071428571335,0.8686893810783438,False,False
2022Q3->2023Q2,4,-1349.1749999999965,0.74805607779557,False,False
2022Q4->2023Q3,4,-1265.9196428571274,0.7296399012399944,False,False
2023Q1->2023Q4,4,-415.6428571428482,0.9053912670237608,False,False
2023Q2->2024Q1,4,-876.708928571428,0.7949864578992243,False,False
2023Q3->2024Q2,4,-168.4232142857003,0.9643901621295929,False,False
2023Q4->2024Q3,4,-36.61249999999521,0.9931364232540115,False,False
2024Q1->2024Q4,4,-563.6821428571268,0.908324775561795,False,False
2024Q2->2025Q1,4,-542.3589285714127,0.9222226945501797,False,False
2024Q3->2025Q2,4,2477.198214285724,1.308317542191576,True,True
2024Q4->2025Q3,4,2128.8517857142724,1.2376125870251096,True,True
2025Q1->2025Q4,4,5029.539285714296,1.4315054159135423,True,True
2025Q2->2026Q1,4,10972.76964285718,1.7477520288083015,True,True
2025Q3->2026Q2,4,9700.7035714286,1.6039132340120803,True,True
