quarter,year,trades,net_pnl_usd,gross_profit_usd,gross_loss_usd,pf,expectancy_usd
2018Q2,2018,40,-11.821428571432108,586.9928571428536,598.8142857142859,0.9802586062933831,-0.2955357142858027
2018Q3,2018,43,-131.47321428571337,559.8625000000013,691.3357142857147,0.8098272495273139,-3.0575166112956595
2018Q4,2018,43,-129.21250000000563,540.5232142857083,669.7357142857139,0.8070694197071254,-3.004941860465247
2019Q1,2019,48,16.43571428571373,650.2000000000022,633.7642857142886,1.0259334813529128,0.3424107142857027
2019Q2,2019,42,134.6357142857192,762.7571428571454,628.1214285714262,1.2143466345224507,3.205612244898076
2019Q3,2019,47,-404.55714285713884,829.2499999999999,1233.807142857139,0.6721066617264816,-8.607598784194444
2019Q4,2019,44,-240.9124999999911,566.619642857148,807.5321428571394,0.7016682219637526,-5.475284090908889
2020Q1,2020,37,332.6750000000053,1627.1964285714266,1294.5214285714214,1.2569868622160478,8.99121621621636
2020Q2,2020,37,-327.5714285714283,1090.6321428571455,1418.2035714285742,0.7690236894260096,-8.853281853281846
2020Q3,2020,45,-849.3160714285698,1434.8482142857124,2284.1642857142815,0.6281720729369608,-18.87369047619044
2020Q4,2020,42,-25.971428571430707,1453.9357142857154,1479.9071428571467,0.9824506363816244,-0.6183673469388263
2021Q1,2021,47,515.848214285713,2033.1124999999943,1517.2642857142816,1.3399857356049656,10.975493920972616
2021Q2,2021,32,-148.7642857142805,864.7214285714331,1013.4857142857136,0.8532152119982008,-4.648883928571266
2021Q3,2021,38,-350.08035714285063,743.6232142857165,1093.7035714285676,0.6799129432433094,-9.212640977443437
2021Q4,2021,37,-109.39642857142961,920.5857142857142,1029.982142857144,0.8937880337731225,-2.9566602316602597
2022Q1,2022,44,69.1428571428553,1642.4071428571435,1573.2642857142885,1.043948659974483,1.5714285714285297
2022Q2,2022,45,-13.483928571421568,1487.2303571428627,1500.7142857142844,0.9910149928605472,-0.2996428571427015
2022Q3,2022,49,-406.6053571428592,1141.483928571428,1548.0892857142874,0.7373501897500363,-8.298068513119576
2022Q4,2022,38,-497.63749999999993,812.5196428571439,1310.1571428571444,0.620169608880069,-13.095723684210524
2023Q1,2023,34,205.0196428571473,1273.7017857142857,1068.6821428571388,1.1918434253135581,6.02998949579845
2023Q2,2023,41,-649.9517857142848,778.1803571428554,1428.1321428571405,0.5448938048449895,-15.852482578397192
2023Q3,2023,37,-323.34999999998985,552.0250000000073,875.3749999999973,0.6306154505212155,-8.739189189188915
2023Q4,2023,42,352.6392857142792,1373.7321428571288,1021.09285714285,1.3453547669513712,8.3961734693876
2024Q1,2024,35,-256.0464285714325,695.6999999999981,951.7464285714307,0.7309720101017266,-7.315612244898071
2024Q2,2024,45,58.33392857144284,1939.801785714297,1881.4678571428544,1.0310044778867637,1.296309523809841
2024Q3,2024,33,-191.53928571428474,1288.471428571433,1480.010714285718,0.8705825006093111,-5.80422077922075
2024Q4,2024,38,-174.43035714285236,1661.0303571428597,1835.4607142857124,0.9049664447812853,-4.590272556390851
2025Q1,2025,36,-234.72321428571837,1541.5660714285661,1776.289285714285,0.8678575521602995,-6.520089285714399
2025Q2,2025,41,3077.8910714285794,6020.698214285722,2942.807142857143,2.045903085732042,75.07051393728243
2025Q3,2025,37,-539.8857142857363,1864.8964285714203,2404.7821428571565,0.7754949587057852,-14.591505791506387
2025Q4,2025,45,2726.257142857171,7258.175000000022,4531.917857142849,1.6015680841523336,60.583492063492685
2026Q1,2026,30,5708.507142857167,10503.342857142881,4794.835714285715,2.1905532291438603,190.28357142857223
2026Q2,2026,34,1805.8249999999966,6137.364285714283,4331.539285714285,1.4169014479346254,53.1124999999999
