window,width_quarters,net_pnl_usd,pf,is_positive,is_pf_ge_120
2018Q2->2020Q1,8,-48.780357142846455,0.9902893950112176,False,False
2018Q3->2020Q2,8,3.560714285728011,1.0006275484320124,True,False
2018Q4->2020Q3,8,-681.976785714279,0.9011245036898352,False,False
2019Q1->2020Q4,8,-606.5321428571357,0.9182864250160593,False,False
2019Q2->2021Q1,8,-5.81607142856609,0.9992676060138616,False,False
2019Q3->2021Q2,8,248.73214285714556,1.0310426672312545,True,False
2019Q4->2021Q3,8,262.76071428571925,1.0328404271179363,True,False
2020Q1->2021Q4,8,292.6874999999957,1.036272809235629,True,False
2020Q2->2022Q1,8,114.5642857142777,1.014051185774126,True,False
2020Q3->2022Q2,8,222.49821428571403,1.0275753259491651,True,False
2020Q4->2022Q3,8,779.4928571428582,1.1023859628712613,True,False
2021Q1->2022Q4,8,324.4946428571501,1.0421640843871054,True,False
2021Q2->2023Q1,8,33.77678571429951,1.004703022117508,True,False
2021Q3->2023Q2,8,-487.4964285714099,0.9358792661152108,False,False
2021Q4->2023Q3,8,-569.5660714285526,0.9217047493085055,False,False
2022Q1->2023Q4,8,-74.97499999998382,0.9896749424186121,False,False
2022Q2->2024Q1,8,-823.0392857142709,0.8817603344456911,False,False
2022Q3->2024Q2,8,-682.7339285714079,0.9077683487024228,False,False
2022Q4->2024Q3,8,-630.403571428544,0.9144097227273246,False,False
2023Q1->2024Q4,8,-507.47321428567795,0.9346941955196333,False,False
2023Q2->2025Q1,8,-790.3214285713923,0.9065433585772026,False,False
2023Q3->2025Q2,8,1811.5857142857517,1.1816777155006184,True,False
2023Q4->2025Q3,8,1769.8303571428676,1.1590664702219322,True,False
2024Q1->2025Q4,8,3331.200000000032,1.232838060851093,True,True
2024Q2->2026Q1,8,10152.612500000047,1.6170362143086943,True,True
2024Q3->2026Q2,8,11804.814285714321,1.6589614505274746,True,True
