time,datetime_str,open,high,low,close,tick_volume,spread,real_volume
1740471300,2025-02-25 08:15:00,2936.58,2937.18,2935.77,2936.74,422,27,0
1740471600,2025-02-25 08:20:00,2936.81,2938.32,2936.65,2937.33,346,27,0
1740471900,2025-02-25 08:25:00,2937.27,2937.35,2935.34,2935.67,461,27,0
1740472200,2025-02-25 08:30:00,2935.66,2935.72,2934.27,2935.25,540,27,0
1740472500,2025-02-25 08:35:00,2935.27,2935.37,2934.23,2934.52,339,27,0
1740472800,2025-02-25 08:40:00,2934.58,2935.47,2934.32,2935.46,357,27,0
1740473100,2025-02-25 08:45:00,2935.43,2935.85,2933.42,2935.15,743,27,0
1740473400,2025-02-25 08:50:00,2935.15,2937.03,2934.61,2936.85,668,27,0
1740473700,2025-02-25 08:55:00,2936.84,2936.99,2935.5,2935.77,401,28,0
1740474000,2025-02-25 09:00:00,2935.77,2935.81,2934.8,2935.19,616,27,0
1740474300,2025-02-25 09:05:00,2935.18,2937.95,2935.01,2937.85,530,27,0
1740474600,2025-02-25 09:10:00,2937.83,2940.4,2937.26,2938.94,683,27,0
1740474900,2025-02-25 09:15:00,2938.88,2939.1,2937.75,2937.88,409,27,0
1740475200,2025-02-25 09:20:00,2937.87,2937.91,2935.85,2937.11,491,27,0
1740475500,2025-02-25 09:25:00,2937.11,2938.35,2936.85,2937.64,446,27,0
1740475800,2025-02-25 09:30:00,2937.67,2938.75,2937.15,2937.67,429,27,0
1740476100,2025-02-25 09:35:00,2937.62,2937.67,2936.41,2937.11,368,27,0
1740476400,2025-02-25 09:40:00,2937.14,2937.15,2933.55,2933.88,806,27,0
1740476700,2025-02-25 09:45:00,2933.87,2934.58,2932.38,2932.43,945,27,0
1740477000,2025-02-25 09:50:00,2932.41,2933.04,2930.6,2932.18,913,27,0
1740477300,2025-02-25 09:55:00,2932.18,2933.45,2930.55,2931.51,792,27,0
1740477600,2025-02-25 10:00:00,2931.54,2933.28,2929.46,2931.29,962,27,0
1740477900,2025-02-25 10:05:00,2931.31,2932.69,2930.32,2932.31,797,27,0
1740478200,2025-02-25 10:10:00,2932.32,2933.67,2931.82,2933.12,885,27,0
1740478500,2025-02-25 10:15:00,2933.11,2933.5,2931.76,2932.54,594,27,0
1740478800,2025-02-25 10:20:00,2932.52,2933.68,2931.97,2932.55,568,27,0
1740479100,2025-02-25 10:25:00,2932.55,2934.75,2932.12,2934.61,677,27,0
1740479400,2025-02-25 10:30:00,2934.6,2935.63,2934.09,2935.21,499,27,0
1740479700,2025-02-25 10:35:00,2935.06,2939.04,2935.06,2938.88,504,27,0
1740480000,2025-02-25 10:40:00,2938.88,2941.04,2938.88,2940.63,619,27,0
1740480300,2025-02-25 10:45:00,2940.69,2941.07,2938.81,2939.72,564,27,0
1740480600,2025-02-25 10:50:00,2939.71,2941.51,2939.46,2941.05,276,27,0
1740480900,2025-02-25 10:55:00,2941.05,2942.22,2940.84,2941.42,308,27,0
1740481200,2025-02-25 11:00:00,2941.42,2942.24,2939.64,2939.89,746,27,0
1740481500,2025-02-25 11:05:00,2939.82,2940.97,2939.65,2939.9,359,27,0
1740481800,2025-02-25 11:10:00,2939.76,2940.31,2937.4,2940.27,652,27,0
1740482100,2025-02-25 11:15:00,2940.31,2940.88,2939.52,2940.06,687,27,0
1740482400,2025-02-25 11:20:00,2940.15,2940.72,2939.31,2939.42,389,27,0
1740482700,2025-02-25 11:25:00,2939.45,2940.32,2939.19,2939.19,161,27,0
1740483000,2025-02-25 11:30:00,2939.22,2941.08,2939.16,2940.59,311,27,0
1740483300,2025-02-25 11:35:00,2940.61,2941.69,2940.57,2940.69,261,27,0
1740483600,2025-02-25 11:40:00,2940.62,2942.1,2940.47,2941.91,271,27,0
1740483900,2025-02-25 11:45:00,2942.03,2942.1,2940.46,2940.46,337,27,0
1740484200,2025-02-25 11:50:00,2940.48,2941.02,2939.52,2940.76,261,27,0
1740484500,2025-02-25 11:55:00,2940.76,2941.14,2938.9,2938.92,279,27,0
1740484800,2025-02-25 12:00:00,2938.91,2939.13,2937.66,2937.74,471,27,0
1740485100,2025-02-25 12:05:00,2937.74,2938.11,2937.29,2938.06,329,27,0
1740485400,2025-02-25 12:10:00,2937.97,2939.66,2937.83,2939.24,427,27,0
1740485700,2025-02-25 12:15:00,2939.25,2940.32,2939.12,2939.72,261,27,0
1740486000,2025-02-25 12:20:00,2939.73,2940.73,2938.4,2938.49,380,27,0
1740486300,2025-02-25 12:25:00,2938.49,2940.27,2938.49,2939.22,333,27,0
1740486600,2025-02-25 12:30:00,2939.19,2941.44,2938.92,2941.02,529,27,0
1740486900,2025-02-25 12:35:00,2941.05,2941.19,2938.87,2939.09,443,27,0
1740487200,2025-02-25 12:40:00,2939.4,2940.54,2939.4,2940.16,356,27,0
1740487500,2025-02-25 12:45:00,2940.14,2940.25,2938.87,2940.19,369,27,0
1740487800,2025-02-25 12:50:00,2940.19,2940.29,2937.68,2938.41,401,27,0
1740488100,2025-02-25 12:55:00,2938.38,2938.89,2937.35,2937.38,456,27,0
1740488400,2025-02-25 13:00:00,2937.37,2939.4,2936.98,2939.22,402,27,0
1740488700,2025-02-25 13:05:00,2939.22,2939.77,2938.71,2938.86,286,27,0
1740489000,2025-02-25 13:10:00,2938.86,2939.04,2938.23,2938.8,249,27,0
1740489300,2025-02-25 13:15:00,2938.79,2939.79,2938.22,2939.36,318,27,0
1740489600,2025-02-25 13:20:00,2939.39,2939.41,2938.4,2938.86,153,27,0
1740489900,2025-02-25 13:25:00,2938.85,2940.25,2938.71,2939.95,298,27,0
1740490200,2025-02-25 13:30:00,2939.97,2940.49,2939.56,2939.85,369,27,0
1740490500,2025-02-25 13:35:00,2939.83,2939.95,2939.02,2939.18,351,27,0
1740490800,2025-02-25 13:40:00,2939.14,2939.56,2938.78,2939.29,474,27,0
1740491100,2025-02-25 13:45:00,2939.28,2940.4,2939.28,2939.89,567,27,0
1740491400,2025-02-25 13:50:00,2939.9,2939.9,2937.78,2937.86,403,27,0
1740491700,2025-02-25 13:55:00,2937.83,2939.01,2937.64,2938.55,380,27,0
1740492000,2025-02-25 14:00:00,2938.54,2940.03,2938.37,2939.85,513,27,0
1740492300,2025-02-25 14:05:00,2939.86,2939.86,2938.42,2938.83,288,27,0
1740492600,2025-02-25 14:10:00,2938.83,2940.63,2938.7,2940.43,442,27,0
1740492900,2025-02-25 14:15:00,2940.5,2941.16,2939.96,2940.95,330,27,0
1740493200,2025-02-25 14:20:00,2940.95,2941.01,2937.27,2937.46,834,27,0
1740493500,2025-02-25 14:25:00,2937.47,2937.52,2934.22,2934.32,779,27,0
1740493800,2025-02-25 14:30:00,2934.3,2934.59,2925.19,2927.05,1630,27,0
1740494100,2025-02-25 14:35:00,2927.01,2929.09,2926.25,2926.47,1290,27,0
1740494400,2025-02-25 14:40:00,2926.47,2928.83,2923.92,2925.83,1370,27,0
1740494700,2025-02-25 14:45:00,2925.83,2926.42,2923.94,2926.38,1106,27,0
1740495000,2025-02-25 14:50:00,2926.38,2929.83,2926.06,2929.34,1251,27,0
1740495300,2025-02-25 14:55:00,2929.34,2930.39,2928.09,2928.49,1015,27,0
1740495600,2025-02-25 15:00:00,2928.46,2929.52,2926.04,2929.5,1623,27,0
1740495900,2025-02-25 15:05:00,2929.46,2930.85,2927.31,2928.77,1210,27,0
1740496200,2025-02-25 15:10:00,2928.79,2931.93,2928.79,2930.94,1084,27,0
1740496500,2025-02-25 15:15:00,2930.9,2931.91,2928.98,2928.98,726,27,0
1740496800,2025-02-25 15:20:00,2928.83,2931.46,2928.42,2929.05,1106,27,0
1740497100,2025-02-25 15:25:00,2929.05,2929.72,2927.53,2928.67,931,27,0
1740497400,2025-02-25 15:30:00,2928.74,2931.72,2927.62,2931.69,1261,27,0
1740497700,2025-02-25 15:35:00,2931.69,2933.53,2930.34,2933.45,1021,27,0
1740498000,2025-02-25 15:40:00,2933.45,2935.41,2932.27,2934.21,1190,27,0
1740498300,2025-02-25 15:45:00,2934.2,2937.55,2932.91,2935.91,1398,27,0
1740498600,2025-02-25 15:50:00,2935.88,2937.76,2934.93,2936.82,1368,27,0
1740498900,2025-02-25 15:55:00,2936.83,2937.82,2935.92,2937.3,1220,27,0
1740499200,2025-02-25 16:00:00,2937.33,2939.71,2937.19,2939.51,1215,27,0
1740499500,2025-02-25 16:05:00,2939.53,2940.22,2937.63,2938.58,1110,27,0
1740499800,2025-02-25 16:10:00,2938.58,2940.38,2938.0,2939.65,1010,27,0
1740500100,2025-02-25 16:15:00,2939.67,2942.48,2939.63,2940.59,1159,27,0
1740500400,2025-02-25 16:20:00,2940.58,2941.68,2939.71,2941.52,997,27,0
1740500700,2025-02-25 16:25:00,2941.47,2942.77,2940.71,2942.54,916,27,0
1740501000,2025-02-25 16:30:00,2942.61,2943.14,2940.96,2942.82,1084,27,0
1740501300,2025-02-25 16:35:00,2942.85,2944.79,2942.2,2942.57,1497,27,0
1740501600,2025-02-25 16:40:00,2942.52,2942.66,2938.44,2938.74,1435,27,0
1740501900,2025-02-25 16:45:00,2938.73,2939.89,2935.87,2936.98,1415,27,0
1740502200,2025-02-25 16:50:00,2936.94,2936.95,2935.01,2935.32,1384,27,0
1740502500,2025-02-25 16:55:00,2935.33,2935.57,2931.86,2932.18,1102,27,0
1740502800,2025-02-25 17:00:00,2932.18,2934.83,2931.39,2932.77,1501,27,0
1740503100,2025-02-25 17:05:00,2932.76,2933.89,2928.94,2928.99,1306,27,0
1740503400,2025-02-25 17:10:00,2929.04,2929.23,2927.05,2927.56,1503,27,0
