n,rho,attenuation_fraction,controls,x_mean,y_mean,ci95_lower,ci95_upper,bootstrap_valid_iterations,placebo,null_rho,construction
612351,1.0086955460852502,-0.00869554608525025,intercept|coordinate_excursion|atr_percentile_scaled|path_efficiency|stretch_abs|location_count|side_LONG|hour_sin|hour_cos|year_2019|year_2020|year_2021|year_2022|year_2023|year_2024|year_2025,0.4609410847066697,0.5004167940795209,0.9988932525671038,1.018419090981514,2000,WITHIN_DAY_SIDE_CYCLIC_POST_SHUFFLE,1.0,R_in + cyclic_shift(R_post within UTC-date x side)
612351,0.9978668966038969,0.0021331033961030643,intercept|coordinate_excursion|atr_percentile_scaled|path_efficiency|stretch_abs|location_count|side_LONG|hour_sin|hour_cos|year_2019|year_2020|year_2021|year_2022|year_2023|year_2024|year_2025,0.4609410847066697,0.4586354890414734,0.9870328190491681,1.0089645577437067,2000,WITHIN_DAY_SIDE_BALANCED_POST_SIGN,1.0,R_in + R_post * balanced_random_sign within UTC-date x side
