direction,total_events,strong_events_ge_1.5,mean_abs_z,median_mfe_atr,median_mae_atr,mfe_mae_ratio,mean_atr_1h,median_atr_1h,cont_prob_1h,mean_atr_2h,median_atr_2h,cont_prob_2h,mean_atr_4h,median_atr_4h,cont_prob_4h,mean_atr_8h,median_atr_8h,cont_prob_8h
POSITIVE_MORNING_LONG,1122,539,1.637427235712049,2.8384741357900354,2.8939681676914715,0.9808242424636952,0.04274496798922421,0.04028565575038565,52.584670231729056,0.02918934536992716,-0.008590047393439071,49.554367201426025,0.0822988586573967,0.10523638655849113,52.04991087344028,0.32729422810517067,0.05184971096401033,50.54347826086957
NEGATIVE_MORNING_SHORT,1006,463,1.5756147732134311,2.989099629115745,2.7002456785370352,1.1069732109469415,0.0034566766950729095,-0.025506782856447585,48.508946322067594,-0.016044014312270056,-0.09586358073414022,46.42147117296223,-0.027136466730175182,-0.2240212265424102,45.32803180914513,0.15019878123742875,0.046824529312014196,50.30241935483871
