view,period,event_count,mean_signed_atr_1h,mean_signed_atr_2h,mean_signed_atr_4h,mean_signed_atr_8h,cont_prob_2h,cont_prob_4h
VIEW_A_FULL_SAMPLE,2018Q2..2026Q2,2129,0.024160296307727994,0.007801863366329086,0.030549569696121617,0.2433619546092693,48.05072804133396,48.8492249882574
VIEW_B_PRE_2025,2018Q2..2024Q4,1744,0.03520999192983152,0.018186693591086434,0.03736385280143459,0.25796429930623466,48.39449541284404,48.39449541284404
VIEW_C_RECENT,2025Q1..2026Q2,385,-0.02589338983499547,-0.03924006887257175,-0.000318247799114214,0.1775939139268741,46.493506493506494,50.90909090909091
