bucket,bucket_label,event_count,event_share_pct,mean_atr_30m,median_atr_30m,std_atr_30m,p25_atr_30m,p75_atr_30m,cont_prob_30m,mean_atr_1h,median_atr_1h,std_atr_1h,p25_atr_1h,p75_atr_1h,cont_prob_1h,mean_atr_2h,median_atr_2h,std_atr_2h,p25_atr_2h,p75_atr_2h,cont_prob_2h,mean_atr_4h,median_atr_4h,std_atr_4h,p25_atr_4h,p75_atr_4h,cont_prob_4h,mean_atr_8h,median_atr_8h,std_atr_8h,p25_atr_8h,p75_atr_8h,cont_prob_8h,mean_atr_day_close,median_atr_day_close,std_atr_day_close,p25_atr_day_close,p75_atr_day_close,cont_prob_day_close
TIER_0_LT_0.5,|z| < 0.5 (Baseline/Quiet),420,19.727571629873182,0.010842699853024738,-0.006240301991749218,0.6447592217508994,-0.3646007257987986,0.3172005948578847,49.047619047619044,0.0021731454830504673,-0.0009530292716341415,0.9206094697338452,-0.5425304425079824,0.5223601422514339,49.523809523809526,0.04163789081630305,-0.021675899712071338,1.2989529067847922,-0.7378625181150108,0.845017660364952,49.28571428571429,0.06894266529460327,0.056063904652778766,3.275455252462134,-1.4456360952815406,1.7447486519616184,50.23809523809524,0.4251568983873182,0.3552601937373425,4.78694687082138,-2.3384887341693394,3.1164339041140465,54.61165048543689,0.5244385012968483,0.3205207093179462,5.282922074978505,-2.5300899680718434,3.4177815256464825,54.047619047619044
TIER_1_0.5_TO_1.0,0.5 <= |z| < 1.0 (Mild),364,17.09722874589009,0.035406412116970806,0.011886435860787564,0.6393809527652934,-0.31319743632892993,0.373256605736274,50.824175824175825,0.0024424169143225346,-0.05865789080346871,0.939210884623437,-0.588645617782618,0.45866961588256966,46.42857142857143,-0.010693059017915328,-0.027590078618569224,1.5298180858179686,-0.8850836167243354,0.7196897737753875,48.9010989010989,0.149820523940546,-0.04272567163751652,3.3883570556718032,-1.4800168605956547,1.4444396170373122,49.175824175824175,0.4568199256491089,0.3187781085519298,4.974869336573007,-2.2571842383128153,2.5327206971296556,56.111111111111114,0.43614349942800107,0.3090636379678434,5.212226792718086,-2.3197709032372154,2.809581652058722,54.670329670329664
TIER_2_1.0_TO_1.5,1.0 <= |z| < 1.5 (Moderate),343,16.11085016439643,0.03328956061703128,-0.008625469780003382,0.6173955956488797,-0.3495235188657473,0.4260133091349316,49.85422740524781,-0.0037367025646053258,-0.04312747542908194,0.8746746477669056,-0.5403892416969172,0.5172840800662444,48.10495626822158,-0.06251620074144691,-0.06216959187990146,1.3676782519348474,-0.8636174352014867,0.6060095416922388,46.93877551020408,-0.05482317448441189,-0.18978102189788817,3.0354706016163413,-1.704261822612872,1.4099572985344455,46.647230320699705,0.1858969481149549,-0.23554025210423524,4.546105407748635,-2.6329013725238033,2.790169586311721,47.61904761904761,0.18743833341057559,0.1367282874084272,5.099129664645176,-2.799070808009338,2.894464747858157,51.60349854227405
TIER_3_1.5_TO_2.0,1.5 <= |z| < 2.0 (Strong),307,14.419915453264442,0.03524067732980909,0.01857174441747545,0.6774018180047421,-0.34189978279856637,0.3506277992557574,50.814332247557005,0.07775649831135292,0.07375861614785759,0.9159404572776094,-0.4758705620164279,0.5685878408328416,54.071661237785015,0.16713887819115528,0.03618609994262056,1.3305027823901225,-0.6171719061688927,0.932981146476306,50.814332247557005,0.20336096455241748,0.04183047649002637,3.056348679606551,-1.6090190954646242,1.9951959847036598,50.814332247557005,0.35419112749263665,0.09917407633163652,4.704571732008011,-2.067607353563352,3.120211542224835,50.98684210526315,0.268835757651373,0.01626961069144362,4.954560561887214,-2.259713992361383,2.8002352865578137,50.1628664495114
TIER_4_GE_2.0,|z| >= 2.0 (Extreme),695,32.64443400657586,0.03892039708009142,0.04087591240872068,0.6955458170545322,-0.3112187000428343,0.4172218457760552,53.81294964028777,0.0389150416942915,0.0487804878048336,0.9324887437928103,-0.5055127103861626,0.5748896125619384,53.23741007194245,-0.03863892417810053,-0.10397755405188652,1.3398438930007286,-0.7872253703331078,0.6733368021554356,46.18705035971223,-0.08932089715753685,-0.10890233362133524,2.9105347774173564,-1.8091938749762875,1.5290056633417304,48.05755395683453,0.0008390162364920631,-0.3564774562166497,4.536258762367095,-2.6900151078148915,2.506355932203426,45.98540145985402,0.014097942014375515,-0.18200478959978697,4.766931445933059,-2.795358519714041,2.6754961326148843,47.62589928057554
